Zeit [h]	Tf [C]	Heizleistung [W]	Massenstrom [kg/s]
12.76666667	20.6	5255	0.365833333
12.78333333	20.65	5362	0.367777778
12.8	20.6	5235	0.365555556
12.81666667	20.65	5311	0.364722222
12.83333333	20.65	5382	0.367222222
12.85	20.65	5275	0.365277778
12.86666667	20.65	5293	0.366666667
12.88333333	20.65	5403	0.369722222
12.9	20.75	5362	0.366666667
12.91666667	20.65	5254	0.365833333
12.93333333	20.7	5135	0.363888889
12.95	20.6	5213	0.364166667
12.96666667	20.55	5385	0.366666667
12.98333333	20.65	5194	0.3625
13	20.6	5197	0.365277778
13.01666667	20.65	5275	0.365277778
13.03333333	20.65	5257	0.362777778
13.05	20.65	5239	0.364722222
13.06666667	20.7	5240	0.365
13.08333333	20.6	5216	0.364444444
13.1	20.65	5318	0.367222222
13.11666667	20.7	5287	0.362777778
13.13333333	20.7	5435	0.37
13.15	20.65	5225	0.363888889
13.16666667	20.7	5409	0.364166667
13.18333333	20.65	5229	0.366388889
13.2	20.65	5328	0.365833333
13.21666667	20.6	5184	0.364166667
13.23333333	20.75	5246	0.364444444
13.25	20.6	5299	0.366944444
13.26666667	20.7	5258	0.366111111
13.28333333	20.65	5326	0.365833333
13.3	20.6	5312	0.366666667
13.31666667	20.65	5222	0.365555556
13.33333333	20.7	5295	0.365555556
13.35	20.7	5435	0.366666667
13.36666667	20.65	5310	0.365833333
13.38333333	20.7	5352	0.366388889
13.4	20.7	5502	0.3675
13.41666667	20.7	5250	0.364722222
13.43333333	20.7	5409	0.367222222
13.45	20.65	5143	0.364722222
13.46666667	20.65	5217	0.364444444
13.48333333	20.75	5398	0.366666667
13.5	20.65	5285	0.365
13.51666667	20.75	5420	0.365833333
13.53333333	20.65	5297	0.363888889
13.55	20.75	5294	0.366666667
13.56666667	20.65	5296	0.368055556
13.58333333	20.65	5359	0.365833333
13.6	20.7	5198	0.366388889
13.61666667	20.7	5239	0.367222222
13.63333333	20.75	5285	0.367222222
13.65	20.7	5260	0.364444444
13.66666667	20.75	5345	0.368055556
13.68333333	20.7	5270	0.366111111
13.7	20.75	5438	0.365
13.71666667	20.75	5395	0.3675
13.73333333	20.75	5271	0.3675
13.75	20.7	5177	0.363055556
13.76666667	20.75	5302	0.365277778
13.78333333	20.7	5391	0.367222222
13.8	20.7	5184	0.366666667
13.81666667	20.7	5414	0.366388889
13.83333333	20.75	5258	0.366388889
13.85	20.75	5280	0.365833333
13.86666667	20.65	5267	0.363888889
13.88333333	20.75	5253	0.363888889
13.9	20.75	5267	0.366944444
13.91666667	20.8	5189	0.366944444
13.93333333	20.75	5366	0.3675
13.95	20.75	5274	0.364166667
13.96666667	20.8	5464	0.366944444
13.98333333	20.75	5195	0.365277778
14	20.75	5269	0.365
14.01666667	20.8	5302	0.369444444
14.03333333	20.75	5274	0.365277778
14.05	20.7	5197	0.364166667
14.06666667	20.75	5332	0.365277778
14.08333333	20.7	5234	0.364722222
14.1	20.75	5370	0.367777778
14.11666667	20.75	5243	0.365277778
14.13333333	20.8	5270	0.368055556
14.15	20.8	5190	0.365833333
14.16666667	20.75	5249	0.364444444
14.18333333	20.75	5335	0.3675
14.2	20.75	5329	0.368055556
14.21666667	20.75	5271	0.366388889
14.23333333	20.75	5322	0.366666667
14.25	20.75	5389	0.366944444
14.26666667	20.75	5313	0.366944444
14.28333333	20.8	5304	0.369444444
14.3	20.75	5338	0.3675
14.31666667	20.75	5206	0.366944444
14.33333333	20.85	5423	0.367222222
14.35	20.75	5317	0.367222222
14.36666667	20.75	5361	0.368055556
14.38333333	20.8	5252	0.363888889
14.4	20.85	5301	0.366111111
14.41666667	20.75	5375	0.366944444
14.43333333	20.8	5224	0.367222222
14.45	20.8	5302	0.366111111
14.46666667	20.85	5345	0.366944444
14.48333333	20.8	5243	0.366111111
14.5	20.8	5244	0.366388889
14.51666667	20.75	5426	0.3675
14.53333333	20.8	5238	0.365833333
14.55	20.8	5252	0.364722222
14.56666667	20.75	5323	0.364444444
14.58333333	20.75	5230	0.364444444
14.6	20.75	5242	0.366388889
14.61666667	20.7	5172	0.364722222
14.63333333	20.8	5297	0.366944444
14.65	20.75	5426	0.367222222
14.66666667	20.85	5315	0.367222222
14.68333333	20.8	5262	0.366666667
14.7	20.85	5337	0.364722222
14.71666667	20.85	5296	0.366944444
14.73333333	20.75	5350	0.366388889
14.75	20.8	5201	0.364722222
14.76666667	20.75	5266	0.363888889
14.78333333	20.8	5254	0.367222222
14.8	20.85	5323	0.366666667
14.81666667	20.8	5272	0.367222222
14.83333333	20.85	5386	0.369722222
14.85	20.85	5440	0.368333333
14.86666667	20.8	5247	0.3675
14.88333333	20.8	5288	0.368333333
14.9	20.9	5369	0.366388889
14.91666667	20.8	5265	0.368888889
14.93333333	20.85	5280	0.365833333
14.95	20.8	5445	0.370833333
14.96666667	20.85	5288	0.366111111
14.98333333	20.8	5300	0.368055556
15	20.9	5249	0.365555556
15.01666667	20.85	5364	0.366944444
15.03333333	20.85	5292	0.366388889
15.05	20.8	5202	0.365555556
15.06666667	20.85	5173	0.366388889
15.08333333	20.8	5303	0.366111111
15.1	20.85	5253	0.365833333
15.11666667	20.85	5300	0.368055556
15.13333333	20.8	5320	0.365
15.15	20.85	5406	0.368888889
15.16666667	20.85	5268	0.364722222
15.18333333	20.8	5282	0.368055556
15.2	20.85	5290	0.368333333
15.21666667	20.8	5268	0.365555556
15.23333333	20.85	5374	0.367777778
15.25	20.85	5324	0.366388889
15.26666667	20.85	5321	0.368333333
15.28333333	20.95	5396	0.368333333
15.3	20.85	5303	0.366111111
15.31666667	20.85	5324	0.365277778
15.33333333	20.9	5278	0.3675
15.35	20.85	5312	0.365555556
15.36666667	20.85	5353	0.368333333
15.38333333	20.85	5213	0.365
15.4	20.85	5254	0.365555556
15.41666667	20.85	5261	0.367222222
15.43333333	20.85	5325	0.367222222
15.45	20.9	5221	0.3675
15.46666667	20.9	5213	0.364722222
15.48333333	20.9	5311	0.368333333
15.5	20.85	5419	0.3675
15.51666667	20.9	5269	0.368888889
15.53333333	20.85	5369	0.367222222
15.55	20.85	5258	0.368055556
15.56666667	20.85	5327	0.366388889
15.58333333	20.85	5273	0.365555556
15.6	20.9	5281	0.3675
15.61666667	20.85	5227	0.364722222
15.63333333	20.9	5211	0.366666667
15.65	20.85	5327	0.367222222
15.66666667	20.85	5281	0.367222222
15.68333333	20.95	5342	0.366111111
15.7	20.85	5246	0.366944444
15.71666667	20.9	5312	0.367222222
15.73333333	20.9	5302	0.3675
15.75	20.95	5358	0.368333333
15.76666667	20.95	5473	0.367777778
15.78333333	20.9	5191	0.364166667
15.8	20.9	5289	0.366666667
15.81666667	20.9	5389	0.363888889
15.83333333	20.9	5297	0.367222222
15.85	20.9	5145	0.365
15.86666667	20.85	5263	0.368055556
15.88333333	20.9	5269	0.367222222
15.9	20.9	5206	0.367222222
15.91666667	20.85	5292	0.365555556
15.93333333	20.9	5351	0.368611111
15.95	20.9	5274	0.364444444
15.96666667	20.9	5310	0.370277778
15.98333333	20.85	5424	0.3725
16	20.9	5301	0.367222222
16.01666667	20.95	5265	0.367777778
16.03333333	20.85	5288	0.364166667
16.05	20.95	5352	0.365277778
16.06666667	20.9	5384	0.3675
16.08333333	20.95	5354	0.3675
16.1	20.85	5343	0.368888889
16.11666667	20.9	5349	0.365
16.13333333	20.85	5219	0.363333333
16.15	20.95	5313	0.363333333
16.16666667	20.95	5322	0.362222222
16.18333333	20.95	5300	0.362777778
16.2	20.9	5313	0.365833333
16.21666667	20.95	5315	0.364722222
16.23333333	20.95	5274	0.363055556
16.25	20.9	5224	0.362777778
16.26666667	20.95	5253	0.365833333
16.28333333	20.95	5235	0.362222222
16.3	20.95	5323	0.366388889
16.31666667	20.95	5230	0.363888889
16.33333333	20.95	5243	0.365
16.35	20.95	5250	0.363333333
16.36666667	20.95	5275	0.361944444
16.38333333	20.95	5339	0.364166667
16.4	20.95	5287	0.3625
16.41666667	20.95	5277	0.367222222
16.43333333	20.95	5234	0.362222222
16.45	20.95	5310	0.364166667
16.46666667	20.95	5365	0.364722222
16.48333333	20.95	5327	0.363333333
16.5	20.9	5391	0.362222222
16.51666667	20.95	5280	0.365277778
16.53333333	20.9	5320	0.366944444
16.55	21	5343	0.367222222
16.56666667	20.95	5399	0.366944444
16.58333333	21	5223	0.366388889
16.6	20.9	5388	0.366111111
16.61666667	20.95	5318	0.364444444
16.63333333	20.95	5337	0.363611111
16.65	21	5532	0.366388889
16.66666667	21	5235	0.367222222
16.68333333	20.95	5362	0.368333333
16.7	21	5191	0.362777778
16.71666667	20.95	5290	0.363333333
16.73333333	21	5258	0.364166667
16.75	20.95	5255	0.367222222
16.76666667	20.95	5334	0.363055556
16.78333333	20.95	5335	0.365277778
16.8	20.95	5324	0.368611111
16.81666667	21	5268	0.364722222
16.83333333	21.05	5268	0.364722222
16.85	20.95	5350	0.368055556
16.86666667	21.05	5445	0.367222222
16.88333333	21.05	5310	0.368611111
16.9	20.95	5380	0.364722222
16.91666667	20.95	5347	0.364444444
16.93333333	20.95	5396	0.365833333
16.95	21	5265	0.368333333
16.96666667	20.95	5339	0.365
16.98333333	21	5169	0.364722222
17	21.1	5256	0.366666667
17.01666667	21	5296	0.365
17.03333333	20.95	5258	0.3675
17.05	20.95	5312	0.365
17.06666667	21	5333	0.366388889
17.08333333	21.05	5318	0.366388889
17.1	21	5288	0.366388889
17.11666667	20.95	5283	0.366944444
17.13333333	21	5319	0.3675
17.15	21	5204	0.364722222
17.16666667	21	5240	0.367222222
17.18333333	21	5291	0.365277778
17.2	21	5255	0.362777778
17.21666667	21	5318	0.366111111
17.23333333	21	5255	0.364722222
17.25	21	5227	0.365833333
17.26666667	21	5264	0.366388889
17.28333333	21.05	5246	0.367222222
17.3	21.05	5326	0.368333333
17.31666667	21.05	5294	0.365277778
17.33333333	21.05	5265	0.366388889
17.35	21.05	5358	0.367222222
17.36666667	21	5245	0.365833333
17.38333333	21.05	5352	0.366944444
17.4	21.05	5393	0.3675
17.41666667	21	5302	0.3675
17.43333333	20.95	5340	0.365833333
17.45	20.95	5335	0.366388889
17.46666667	20.95	5145	0.365833333
17.48333333	21	5291	0.366388889
17.5	21	5283	0.365833333
17.51666667	21.05	5222	0.365833333
17.53333333	21.05	5338	0.3675
17.55	21.05	5378	0.368055556
17.56666667	21.05	5291	0.366111111
17.58333333	21.05	5335	0.367222222
17.6	21.05	5305	0.366111111
17.61666667	21	5256	0.365833333
17.63333333	21	5240	0.366666667
17.65	21.05	5397	0.365833333
17.66666667	21.05	5210	0.365555556
17.68333333	21.05	5263	0.366944444
17.7	21.05	5367	0.364722222
17.71666667	21.05	5342	0.367222222
17.73333333	21	5247	0.367777778
17.75	21.05	5282	0.365
17.76666667	21	5241	0.366388889
17.78333333	21.05	5325	0.368055556
17.8	20.95	5224	0.363888889
17.81666667	21	5257	0.367222222
17.83333333	21.05	5408	0.368333333
17.85	21.05	5345	0.363888889
17.86666667	21.05	5240	0.366111111
17.88333333	21.05	5304	0.365277778
17.9	21.05	5330	0.365833333
17.91666667	21.05	5283	0.365833333
17.93333333	21.1	5360	0.365833333
17.95	21	5264	0.37
17.96666667	21	5301	0.364722222
17.98333333	21.05	5342	0.365833333
18	21.15	5369	0.3675
18.01666667	21.05	5367	0.368333333
18.03333333	21	5254	0.365833333
18.05	21.05	5300	0.364722222
18.06666667	21	5337	0.364166667
18.08333333	21.05	5223	0.364722222
18.1	21.05	5336	0.367222222
18.11666667	21.05	5284	0.365833333
18.13333333	21.05	5192	0.365833333
18.15	21.05	5337	0.365277778
18.16666667	21.05	5254	0.364722222
18.18333333	21.05	5394	0.365833333
18.2	21.1	5356	0.368611111
18.21666667	21.05	5322	0.367222222
18.23333333	21	5154	0.364166667
18.25	21.05	5309	0.366388889
18.26666667	21.05	5218	0.364166667
18.28333333	21.05	5365	0.365
18.3	21	5219	0.364444444
18.31666667	21.1	5341	0.368333333
18.33333333	21.15	5316	0.367777778
18.35	21.05	5298	0.366666667
18.36666667	21.1	5315	0.365833333
18.38333333	21.05	5387	0.366666667
18.4	21.05	5291	0.365277778
18.41666667	21.05	5334	0.366944444
18.43333333	21.05	5295	0.369722222
18.45	21.05	5298	0.368888889
18.46666667	21.1	5254	0.363611111
18.48333333	21.05	5322	0.365277778
18.5	21.05	5413	0.369444444
18.51666667	21.1	5382	0.366111111
18.53333333	21.1	5269	0.368888889
18.55	21.15	5382	0.367222222
18.56666667	21.05	5348	0.366944444
18.58333333	21.1	5274	0.367222222
18.6	21.05	5410	0.368055556
18.61666667	21.15	5279	0.365277778
18.63333333	21.15	5324	0.368333333
18.65	21.1	5338	0.368333333
18.66666667	21.1	5305	0.366111111
18.68333333	21.15	5417	0.3675
18.7	21.15	5269	0.365833333
18.71666667	21.1	5227	0.368055556
18.73333333	21.05	5315	0.366944444
18.75	21.05	5318	0.368055556
18.76666667	21.05	5392	0.366944444
18.78333333	21.15	5392	0.37
18.8	21.1	5296	0.366666667
18.81666667	21.1	5221	0.366666667
18.83333333	21.1	5312	0.367777778
18.85	21.15	5420	0.37
18.86666667	21.15	5269	0.363888889
18.88333333	21.15	5331	0.366111111
18.9	21.05	5301	0.366111111
18.91666667	21.05	5362	0.368055556
18.93333333	21.05	5289	0.367222222
18.95	21.15	5278	0.368611111
18.96666667	21.15	5313	0.366944444
18.98333333	21.05	5268	0.365833333
19	21.1	5351	0.370555556
19.01666667	21.05	5370	0.367777778
19.03333333	21.1	5170	0.364444444
19.05	21.1	5157	0.368888889
19.06666667	21.15	5253	0.366944444
19.08333333	21.15	5365	0.367222222
19.1	21.1	5259	0.3675
19.11666667	21.1	5252	0.368055556
19.13333333	21.1	5225	0.367222222
19.15	21.2	5303	0.366388889
19.16666667	21.2	5287	0.368611111
19.18333333	21.2	5233	0.367777778
19.2	21.1	5271	0.365277778
19.21666667	21.05	5353	0.366666667
19.23333333	21.15	5346	0.366111111
19.25	21.1	5324	0.367777778
19.26666667	21.15	5572	0.37
19.28333333	21.1	5287	0.368333333
19.3	21.15	5366	0.3675
19.31666667	21.1	5128	0.364722222
19.33333333	21.15	5356	0.365833333
19.35	21.15	5246	0.362222222
19.36666667	21.2	5259	0.364444444
19.38333333	21.15	5366	0.364444444
19.4	21.15	5320	0.366388889
19.41666667	21.15	5322	0.364444444
19.43333333	21.15	5264	0.364722222
19.45	21.15	5360	0.366111111
19.46666667	21.1	5323	0.364444444
19.48333333	21.15	5357	0.364722222
19.5	21.1	5221	0.365833333
19.51666667	21.15	5300	0.366111111
19.53333333	21.15	5392	0.365
19.55	21.1	5161	0.365
19.56666667	21.15	5363	0.367222222
19.58333333	21.1	5224	0.366111111
19.6	21.15	5355	0.366666667
19.61666667	21.15	5298	0.365833333
19.63333333	21.15	5342	0.364722222
19.65	21.2	5283	0.365833333
19.66666667	21.2	5279	0.3625
19.68333333	21.15	5319	0.367222222
19.7	21.15	5312	0.362777778
19.71666667	21.15	5275	0.365277778
19.73333333	21.15	5245	0.364166667
19.75	21.2	5305	0.365277778
19.76666667	21.15	5272	0.366111111
19.78333333	21.15	5219	0.3625
19.8	21.2	5271	0.365
19.81666667	21.15	5247	0.364444444
19.83333333	21.15	5347	0.366111111
19.85	21.15	5309	0.363611111
19.86666667	21.15	5259	0.364166667
19.88333333	21.15	5276	0.364444444
19.9	21.1	5207	0.366111111
19.91666667	21.2	5243	0.368333333
19.93333333	21.15	5370	0.364444444
19.95	21.15	5334	0.362222222
19.96666667	21.25	5330	0.365
19.98333333	21.2	5278	0.365555556
20	21.15	5301	0.371666667
20.01666667	21.2	5245	0.3675
20.03333333	21.2	5326	0.367777778
20.05	21.15	5223	0.362777778
20.06666667	21.15	5281	0.365833333
20.08333333	21.2	5263	0.366666667
20.1	21.15	5393	0.367222222
20.11666667	21.25	5315	0.366111111
20.13333333	21.15	5295	0.368055556
20.15	21.25	5299	0.368333333
20.16666667	21.15	5267	0.366944444
20.18333333	21.2	5404	0.366944444
20.2	21.2	5382	0.368611111
20.21666667	21.15	5395	0.366111111
20.23333333	21.25	5326	0.367777778
20.25	21.15	5346	0.365277778
20.26666667	21.2	5277	0.364444444
20.28333333	21.2	5424	0.367222222
20.3	21.15	5269	0.367222222
20.31666667	21.25	5255	0.365277778
20.33333333	21.25	5289	0.369722222
20.35	21.25	5356	0.368888889
20.36666667	21.2	5231	0.363611111
20.38333333	21.25	5314	0.366111111
20.4	21.15	5175	0.363888889
20.41666667	21.2	5443	0.364444444
20.43333333	21.2	5272	0.369444444
20.45	21.2	5359	0.365833333
20.46666667	21.15	5265	0.365
20.48333333	21.1	5174	0.364722222
20.5	21.2	5417	0.367777778
20.51666667	21.15	5282	0.367222222
20.53333333	21.2	5226	0.365277778
20.55	21.2	5266	0.365
20.56666667	21.2	5238	0.365
20.58333333	21.2	5193	0.365
20.6	21.2	5338	0.368611111
20.61666667	21.2	5373	0.366944444
20.63333333	21.2	5181	0.366111111
20.65	21.2	5209	0.366111111
20.66666667	21.15	5102	0.366111111
20.68333333	21.2	5174	0.368333333
20.7	21.3	5258	0.369722222
20.71666667	21.2	5439	0.367222222
20.73333333	21.15	5264	0.365833333
20.75	21.2	5320	0.3675
20.76666667	21.25	5251	0.363888889
20.78333333	21.15	5191	0.363055556
20.8	21.2	5356	0.368055556
20.81666667	21.2	5229	0.364722222
20.83333333	21.25	5157	0.364722222
20.85	21.2	5212	0.365277778
20.86666667	21.25	5283	0.363055556
20.88333333	21.25	5372	0.364722222
20.9	21.2	5231	0.365833333
20.91666667	21.3	5215	0.366944444
20.93333333	21.25	5370	0.366111111
20.95	21.2	5276	0.367777778
20.96666667	21.2	5223	0.366388889
20.98333333	21.2	5183	0.364722222
21	21.2	5307	0.368055556
21.01666667	21.2	5440	0.364722222
21.03333333	21.2	5243	0.368888889
21.05	21.25	5337	0.365833333
21.06666667	21.2	5238	0.364444444
21.08333333	21.25	5320	0.366944444
21.1	21.25	5281	0.363333333
21.11666667	21.2	5202	0.365277778
21.13333333	21.25	5244	0.366944444
21.15	21.25	5245	0.365
21.16666667	21.3	5395	0.367777778
21.18333333	21.2	5241	0.364722222
21.2	21.25	5344	0.365555556
21.21666667	21.25	5227	0.362777778
21.23333333	21.25	5285	0.367777778
21.25	21.25	5349	0.368888889
21.26666667	21.25	5258	0.368055556
21.28333333	21.2	5248	0.365277778
21.3	21.25	5273	0.366944444
21.31666667	21.25	5310	0.366388889
21.33333333	21.25	5251	0.363333333
21.35	21.3	5236	0.365555556
21.36666667	21.25	5315	0.3625
21.38333333	21.25	5341	0.3675
21.4	21.2	5297	0.366666667
21.41666667	21.25	5359	0.364722222
21.43333333	21.25	5340	0.366388889
21.45	21.3	5200	0.365277778
21.46666667	21.25	5287	0.365833333
21.48333333	21.25	5312	0.367777778
21.5	21.3	5271	0.368055556
21.51666667	21.25	5239	0.362777778
21.53333333	21.35	5429	0.367222222
21.55	21.3	5209	0.364722222
21.56666667	21.3	5410	0.363888889
21.58333333	21.25	5336	0.365277778
21.6	21.3	5333	0.367222222
21.61666667	21.25	5331	0.365833333
21.63333333	21.3	5211	0.366111111
21.65	21.25	5365	0.365277778
21.66666667	21.25	5415	0.365555556
21.68333333	21.3	5252	0.365833333
21.7	21.3	5144	0.365833333
21.71666667	21.35	5301	0.366111111
21.73333333	21.25	5302	0.367222222
21.75	21.25	5300	0.366944444
21.76666667	21.3	5287	0.367222222
21.78333333	21.3	5198	0.365277778
21.8	21.25	5289	0.366388889
21.81666667	21.25	5380	0.366111111
21.83333333	21.25	5356	0.367777778
21.85	21.3	5292	0.3675
21.86666667	21.3	5187	0.364444444
21.88333333	21.25	5303	0.364166667
21.9	21.3	5188	0.366666667
21.91666667	21.25	5304	0.366388889
21.93333333	21.25	5164	0.363888889
21.95	21.25	5285	0.367222222
21.96666667	21.35	5384	0.368333333
21.98333333	21.25	5364	0.367222222
22	21.25	5242	0.364166667
22.01666667	21.3	5293	0.366944444
22.03333333	21.3	5133	0.364722222
22.05	21.3	5186	0.365555556
22.06666667	21.35	5311	0.366944444
22.08333333	21.25	5344	0.366111111
22.1	21.35	5331	0.368055556
22.11666667	21.35	5250	0.367777778
22.13333333	21.35	5214	0.365277778
22.15	21.25	5223	0.366111111
22.16666667	21.25	5219	0.364722222
22.18333333	21.25	5339	0.367777778
22.2	21.3	5258	0.366388889
22.21666667	21.35	5230	0.365277778
22.23333333	21.25	5248	0.367777778
22.25	21.35	5362	0.368055556
22.26666667	21.25	5242	0.368333333
22.28333333	21.3	5169	0.366666667
22.3	21.3	5301	0.365277778
22.31666667	21.3	5199	0.365555556
22.33333333	21.3	5269	0.365
22.35	21.25	5356	0.368888889
22.36666667	21.3	5294	0.365833333
22.38333333	21.3	5239	0.364166667
22.4	21.3	5357	0.368055556
22.41666667	21.3	5312	0.365833333
22.43333333	21.3	5308	0.368888889
22.45	21.25	5156	0.3625
22.46666667	21.3	5214	0.367777778
22.48333333	21.3	5401	0.366944444
22.5	21.3	5290	0.365555556
22.51666667	21.25	5433	0.369166667
22.53333333	21.35	5379	0.3675
22.55	21.3	5254	0.366388889
22.56666667	21.3	5253	0.367222222
22.58333333	21.35	5282	0.366111111
22.6	21.25	5335	0.368611111
22.61666667	21.25	5302	0.365555556
22.63333333	21.3	5281	0.367222222
22.65	21.25	5394	0.369722222
22.66666667	21.3	5266	0.367222222
22.68333333	21.35	5329	0.367222222
22.7	21.3	5241	0.366388889
22.71666667	21.3	5273	0.365555556
22.73333333	21.35	5381	0.367777778
22.75	21.25	5242	0.365555556
22.76666667	21.3	5246	0.364722222
22.78333333	21.35	5348	0.37
22.8	21.3	5327	0.366388889
22.81666667	21.35	5319	0.365833333
22.83333333	21.35	5275	0.368055556
22.85	21.3	5265	0.3675
22.86666667	21.3	5376	0.367777778
22.88333333	21.3	5252	0.365555556
22.9	21.35	5278	0.365
22.91666667	21.3	5231	0.365277778
22.93333333	21.4	5172	0.367222222
22.95	21.3	5303	0.368055556
22.96666667	21.3	5294	0.366388889
22.98333333	21.3	5214	0.365277778
23	21.3	5327	0.368888889
23.01666667	21.35	5331	0.368055556
23.03333333	21.35	5316	0.366111111
23.05	21.35	5252	0.366944444
23.06666667	21.35	5213	0.365277778
23.08333333	21.35	5304	0.365277778
23.1	21.3	5243	0.365555556
23.11666667	21.35	5269	0.368333333
23.13333333	21.3	5294	0.365833333
23.15	21.3	5348	0.368333333
23.16666667	21.35	5287	0.3675
23.18333333	21.35	5265	0.368055556
23.2	21.35	5155	0.368888889
23.21666667	21.4	5389	0.366944444
23.23333333	21.4	5272	0.368333333
23.25	21.35	5245	0.366666667
23.26666667	21.3	5280	0.367222222
23.28333333	21.3	5209	0.365277778
23.3	21.35	5290	0.37
23.31666667	21.35	5334	0.366666667
23.33333333	21.3	5192	0.3675
23.35	21.35	5306	0.370277778
23.36666667	21.35	5357	0.366111111
23.38333333	21.4	5292	0.368055556
23.4	21.35	5461	0.37
23.41666667	21.45	5369	0.368055556
23.43333333	21.35	5333	0.367777778
23.45	21.35	5235	0.366388889
23.46666667	21.4	5276	0.368055556
23.48333333	21.35	5354	0.367222222
23.5	21.4	5250	0.366111111
23.51666667	21.4	5114	0.366388889
23.53333333	21.4	5317	0.368611111
23.55	21.35	5322	0.365
23.56666667	21.35	5299	0.366388889
23.58333333	21.4	5141	0.368333333
23.6	21.35	5317	0.367777778
23.61666667	21.35	5321	0.368055556
23.63333333	21.4	5309	0.367222222
23.65	21.35	5173	0.366388889
23.66666667	21.4	5246	0.365
23.68333333	21.35	5400	0.368055556
23.7	21.45	5312	0.3675
23.71666667	21.35	5320	0.368055556
23.73333333	21.4	5233	0.367222222
23.75	21.4	5313	0.366388889
23.76666667	21.35	5352	0.366111111
23.78333333	21.4	5193	0.367777778
23.8	21.35	5235	0.366388889
23.81666667	21.4	5322	0.367222222
23.83333333	21.35	5310	0.365277778
23.85	21.35	5407	0.367777778
23.86666667	21.4	5203	0.366388889
23.88333333	21.35	5327	0.366388889
23.9	21.4	5312	0.3675
23.91666667	21.4	5270	0.366944444
23.93333333	21.4	5377	0.367777778
23.95	21.35	5380	0.366944444
23.96666667	21.4	5278	0.367222222
23.98333333	21.4	5209	0.364444444
24	21.35	5348	0.368055556
24.01666667	21.35	5334	0.368055556
24.03333333	21.35	5269	0.366666667
24.05	21.4	5206	0.367777778
24.06666667	21.45	5455	0.37
24.08333333	21.45	5346	0.366666667
24.1	21.4	5379	0.365
24.11666667	21.4	5288	0.366111111
24.13333333	21.4	5226	0.369166667
24.15	21.4	5201	0.366388889
24.16666667	21.4	5281	0.367777778
24.18333333	21.4	5345	0.366666667
24.2	21.4	5312	0.366666667
24.21666667	21.45	5393	0.365833333
24.23333333	21.4	5216	0.3675
24.25	21.4	5235	0.366666667
24.26666667	21.4	5286	0.365833333
24.28333333	21.45	5423	0.366944444
24.3	21.4	5305	0.368333333
24.31666667	21.45	5344	0.366666667
24.33333333	21.35	5277	0.367222222
24.35	21.4	5252	0.366666667
24.36666667	21.4	5332	0.368055556
24.38333333	21.45	5325	0.365555556
24.4	21.4	5301	0.368333333
24.41666667	21.5	5206	0.366666667
24.43333333	21.45	5338	0.366388889
24.45	21.4	5262	0.366388889
24.46666667	21.45	5329	0.368055556
24.48333333	21.45	5367	0.368333333
24.5	21.45	5305	0.365277778
24.51666667	21.4	5242	0.363888889
24.53333333	21.45	5212	0.365277778
24.55	21.35	5282	0.367777778
24.56666667	21.4	5255	0.364722222
24.58333333	21.35	5330	0.366944444
24.6	21.5	5263	0.366666667
24.61666667	21.45	5369	0.366666667
24.63333333	21.35	5377	0.366944444
24.65	21.45	5366	0.367222222
24.66666667	21.45	5377	0.370277778
24.68333333	21.45	5243	0.364166667
24.7	21.4	5209	0.367222222
24.71666667	21.45	5322	0.365277778
24.73333333	21.4	5385	0.366666667
24.75	21.4	5246	0.3675
24.76666667	21.45	5398	0.365555556
24.78333333	21.45	5356	0.368888889
24.8	21.45	5336	0.369722222
24.81666667	21.4	5358	0.364722222
24.83333333	21.45	5295	0.366944444
24.85	21.45	5208	0.365
24.86666667	21.4	5147	0.365
24.88333333	21.4	5227	0.366388889
24.9	21.45	5288	0.364166667
24.91666667	21.45	5325	0.366944444
24.93333333	21.5	5385	0.363611111
24.95	21.45	5269	0.366111111
24.96666667	21.4	5221	0.364722222
24.98333333	21.45	5298	0.366944444
25	21.5	5244	0.3675
25.01666667	21.45	5299	0.367222222
25.03333333	21.45	5254	0.365
25.05	21.5	5222	0.366111111
25.06666667	21.4	5269	0.365277778
25.08333333	21.45	5287	0.364166667
25.1	21.4	5251	0.366944444
25.11666667	21.45	5393	0.366111111
25.13333333	21.5	5178	0.365
25.15	21.5	5221	0.365833333
25.16666667	21.4	5220	0.365833333
25.18333333	21.45	5383	0.368611111
25.2	21.5	5297	0.366944444
25.21666667	21.5	5146	0.364722222
25.23333333	21.45	5253	0.369166667
25.25	21.5	5210	0.365277778
25.26666667	21.45	5216	0.364444444
25.28333333	21.45	5321	0.363611111
25.3	21.4	5231	0.365277778
25.31666667	21.45	5280	0.364722222
25.33333333	21.5	5224	0.366111111
25.35	21.4	5265	0.369166667
25.36666667	21.45	5190	0.364722222
25.38333333	21.5	5324	0.367777778
25.4	21.35	5280	0.364444444
25.41666667	21.5	5189	0.366111111
25.43333333	21.45	5333	0.365277778
25.45	21.5	5146	0.363888889
25.46666667	21.45	5273	0.366388889
25.48333333	21.45	5343	0.365833333
25.5	21.45	5262	0.364444444
25.51666667	21.45	5363	0.369166667
25.53333333	21.45	5311	0.366944444
25.55	21.45	5231	0.3625
25.56666667	21.45	5380	0.366388889
25.58333333	21.45	5250	0.362777778
25.6	21.5	5357	0.368888889
25.61666667	21.5	5205	0.363611111
25.63333333	21.5	5302	0.366388889
