Zeit [h]	Tf [C]	Heizleistung [W]	Massenstrom [kg/s]
38.46666667	21.9	5249	0.363333333
38.48333333	21.95	5283	0.365833333
38.5	21.95	5307	0.364166667
38.51666667	21.95	5293	0.363333333
38.53333333	21.95	5414	0.365555556
38.55	21.95	5245	0.364166667
38.56666667	22	5198	0.363055556
38.58333333	21.95	5341	0.364444444
38.6	21.95	5268	0.363333333
38.61666667	22	5457	0.364166667
38.63333333	21.95	5313	0.364444444
38.65	21.9	5346	0.364722222
38.66666667	22	5191	0.364444444
38.68333333	21.95	5266	0.363333333
38.7	21.95	5304	0.363888889
38.71666667	21.95	5237	0.362222222
38.73333333	21.95	5354	0.365
38.75	22	5274	0.365833333
38.76666667	21.95	5316	0.362222222
38.78333333	21.95	5259	0.361666667
38.8	21.95	5274	0.364722222
38.81666667	21.95	5301	0.363333333
38.83333333	22	5331	0.362222222
38.85	21.95	5324	0.363611111
38.86666667	21.95	5280	0.364722222
38.88333333	21.95	5261	0.362777778
38.9	22.05	5326	0.365
38.91666667	21.95	5324	0.362777778
38.93333333	21.95	5325	0.364722222
38.95	21.95	5305	0.362222222
38.96666667	22.05	5364	0.363333333
38.98333333	21.95	5284	0.365
39	21.95	5337	0.363333333
39.01666667	22.05	5322	0.363611111
39.03333333	21.95	5284	0.362777778
39.05	22	5170	0.361111111
39.06666667	21.95	5210	0.363888889
39.08333333	21.95	5203	0.362222222
39.1	21.95	5305	0.364166667
39.11666667	21.95	5335	0.363888889
39.13333333	21.95	5288	0.364722222
39.15	21.95	5269	0.3625
39.16666667	21.95	5281	0.365277778
39.18333333	21.95	5257	0.361666667
39.2	22.05	5334	0.364722222
39.21666667	21.95	5380	0.364722222
39.23333333	22	5222	0.364166667
39.25	21.95	5325	0.365
39.26666667	22	5235	0.366388889
39.28333333	22	5301	0.362222222
39.3	21.95	5315	0.365277778
39.31666667	21.95	5348	0.363333333
39.33333333	21.95	5261	0.364722222
39.35	22.05	5310	0.364722222
39.36666667	22	5269	0.366111111
39.38333333	21.95	5303	0.366111111
39.4	22	5227	0.362222222
39.41666667	21.95	5182	0.362222222
39.43333333	21.95	5326	0.365833333
39.45	21.95	5244	0.364166667
39.46666667	22	5258	0.363055556
39.48333333	21.95	5303	0.363888889
39.5	21.95	5417	0.365555556
39.51666667	22.05	5323	0.364166667
39.53333333	22	5365	0.361666667
39.55	21.95	5398	0.361944444
39.56666667	22	5394	0.365555556
39.58333333	22	5358	0.363055556
39.6	22.05	5289	0.363611111
39.61666667	21.95	5314	0.362222222
39.63333333	22	5226	0.363333333
39.65	21.95	5270	0.364166667
39.66666667	22	5273	0.365555556
39.68333333	22.05	5196	0.362222222
39.7	21.95	5345	0.367222222
39.71666667	21.95	5411	0.363333333
39.73333333	21.95	5317	0.366111111
39.75	21.95	5341	0.364722222
39.76666667	22	5169	0.364166667
39.78333333	21.95	5304	0.363055556
39.8	22.05	5189	0.363333333
39.81666667	21.95	5216	0.363055556
39.83333333	21.95	5369	0.366111111
39.85	21.95	5362	0.364722222
39.86666667	22	5255	0.365555556
39.88333333	21.95	5370	0.367222222
39.9	22	5276	0.363888889
39.91666667	22	5157	0.363055556
39.93333333	21.95	5324	0.366111111
39.95	21.95	5306	0.363888889
39.96666667	21.95	5409	0.363611111
39.98333333	22.05	5264	0.366111111
40	22	5425	0.364444444
40.01666667	22	5374	0.368333333
40.03333333	22	5313	0.366111111
40.05	22	5169	0.363611111
40.06666667	22.05	5261	0.364722222
40.08333333	22	5474	0.365555556
40.1	22.05	5365	0.366388889
40.11666667	22	5181	0.362222222
40.13333333	22.05	5311	0.362777778
40.15	22.05	5329	0.363888889
40.16666667	22	5207	0.363611111
40.18333333	22.05	5400	0.364444444
40.2	21.95	5284	0.363888889
40.21666667	22	5326	0.364722222
40.23333333	22	5267	0.363611111
40.25	21.95	5261	0.362222222
40.26666667	21.95	5225	0.362777778
40.28333333	21.95	5257	0.365
40.3	22	5415	0.365277778
40.31666667	22.05	5182	0.363055556
40.33333333	22	5226	0.363888889
40.35	22	5353	0.364166667
40.36666667	22	5274	0.366111111
40.38333333	22	5396	0.365833333
40.4	21.95	5276	0.362777778
40.41666667	22	5241	0.364722222
40.43333333	22	5196	0.363611111
40.45	22	5213	0.363611111
40.46666667	22.05	5354	0.365
40.48333333	21.95	5301	0.364444444
40.5	21.95	5354	0.366944444
40.51666667	22	5313	0.365
40.53333333	21.95	5267	0.364166667
40.55	22	5180	0.363333333
40.56666667	21.95	5325	0.363611111
40.58333333	22	5231	0.364722222
40.6	22	5214	0.365555556
40.61666667	22.05	5412	0.366388889
40.63333333	22	5195	0.363055556
40.65	22.05	5256	0.363055556
40.66666667	22.05	5314	0.363888889
40.68333333	22.05	5254	0.36
40.7	22.05	5312	0.364722222
40.71666667	21.95	5311	0.364722222
40.73333333	22.05	5274	0.364166667
40.75	22.05	5272	0.362777778
40.76666667	22.05	5276	0.364444444
40.78333333	22	5470	0.366111111
40.8	22	5404	0.364722222
40.81666667	21.95	5239	0.361666667
40.83333333	22	5228	0.363888889
40.85	22	5178	0.361666667
40.86666667	22.05	5334	0.364722222
40.88333333	22.05	5347	0.365833333
40.9	22.05	5320	0.366111111
40.91666667	22.05	5295	0.363333333
40.93333333	22.05	5283	0.364444444
40.95	22.05	5265	0.364444444
40.96666667	22	5247	0.367222222
40.98333333	22.05	5334	0.364722222
41	22.05	5230	0.363888889
41.01666667	22	5329	0.364444444
41.03333333	22.05	5306	0.363055556
41.05	22.05	5296	0.363333333
41.06666667	22.05	5370	0.367222222
41.08333333	22.05	5366	0.366944444
41.1	22	5246	0.366111111
41.11666667	22.05	5319	0.364722222
41.13333333	22.05	5243	0.365833333
41.15	22	5265	0.365277778
41.16666667	22	5275	0.365833333
41.18333333	22.05	5298	0.363055556
41.2	22.05	5334	0.366666667
41.21666667	22.05	5172	0.365
41.23333333	22	5171	0.362777778
41.25	22.05	5256	0.366666667
41.26666667	22.05	5274	0.366666667
41.28333333	22	5268	0.366388889
41.3	22	5339	0.363888889
41.31666667	22	5237	0.366388889
41.33333333	22.05	5369	0.365833333
41.35	22	5220	0.367222222
41.36666667	22.05	5233	0.365
41.38333333	22.05	5275	0.363333333
41.4	22.05	5178	0.362222222
41.41666667	22	5326	0.364722222
41.43333333	22.1	5454	0.364166667
41.45	22.05	5352	0.363611111
41.46666667	22.05	5351	0.364444444
41.48333333	22.1	5157	0.3625
41.5	22.1	5236	0.363888889
41.51666667	22.05	5270	0.364166667
41.53333333	22.05	5206	0.362777778
41.55	22.05	5391	0.365
41.56666667	22.1	5165	0.363055556
41.58333333	22.05	5301	0.364166667
41.6	22.05	5313	0.362777778
41.61666667	22.05	5240	0.363055556
41.63333333	22.1	5257	0.366111111
41.65	22.05	5235	0.360277778
41.66666667	22.1	5268	0.362777778
41.68333333	22	5358	0.365833333
41.7	22.05	5287	0.363888889
41.71666667	22.05	5249	0.364444444
41.73333333	22.05	5288	0.365
41.75	22.05	5271	0.363888889
41.76666667	22.1	5213	0.363888889
41.78333333	22.1	5263	0.364166667
41.8	22.05	5231	0.362777778
41.81666667	22.05	5327	0.365277778
41.83333333	22.15	5359	0.365555556
41.85	22.05	5378	0.363611111
41.86666667	22.05	5372	0.364166667
41.88333333	22.05	5288	0.364722222
41.9	22.05	5315	0.366388889
41.91666667	22.05	5281	0.365
41.93333333	22.05	5319	0.364722222
41.95	22	5218	0.362777778
41.96666667	22	5181	0.363333333
41.98333333	22.05	5218	0.362777778
42	22.05	5256	0.362222222
42.01666667	22.1	5299	0.365
42.03333333	22.05	5183	0.362222222
42.05	22.05	5274	0.365277778
42.06666667	22.05	5227	0.362222222
42.08333333	22.05	5233	0.364722222
42.1	22.05	5374	0.365833333
42.11666667	22.05	5268	0.364722222
42.13333333	22.1	5162	0.363888889
42.15	22.15	5197	0.363055556
42.16666667	22	5163	0.364722222
42.18333333	22.05	5220	0.364166667
42.2	22.05	5289	0.366111111
42.21666667	22.05	5350	0.365833333
42.23333333	22.05	5419	0.364444444
42.25	22.05	5260	0.363888889
42.26666667	22.1	5192	0.363333333
42.28333333	22.05	5218	0.364166667
42.3	22.05	5349	0.367777778
42.31666667	22.05	5312	0.366388889
42.33333333	22.05	5298	0.365277778
42.35	22.1	5293	0.365
42.36666667	22.05	5309	0.365
42.38333333	22.05	5264	0.361666667
42.4	22.05	5251	0.366111111
42.41666667	22.05	5179	0.362222222
42.43333333	22.05	5252	0.363055556
42.45	22.05	5251	0.361666667
42.46666667	22.1	5387	0.366944444
42.48333333	22.05	5253	0.363055556
42.5	22.15	5257	0.363055556
42.51666667	22.05	5398	0.366666667
42.53333333	22.05	5312	0.362777778
42.55	22.05	5215	0.364444444
42.56666667	22.05	5248	0.363611111
42.58333333	22.05	5285	0.363888889
42.6	22.05	5165	0.362777778
42.61666667	22.05	5396	0.365277778
42.63333333	22.05	5355	0.363333333
42.65	22.05	5328	0.363611111
42.66666667	22.05	5307	0.365277778
42.68333333	22.05	5250	0.3625
42.7	22.15	5238	0.363611111
42.71666667	22.05	5294	0.363333333
42.73333333	22.05	5247	0.361111111
42.75	22.1	5355	0.364444444
42.76666667	22.1	5192	0.365555556
42.78333333	22.05	5348	0.365
42.8	22.05	5311	0.363333333
42.81666667	22	5444	0.364166667
42.83333333	22.15	5296	0.365277778
42.85	22.1	5247	0.365277778
42.86666667	22.1	5192	0.365555556
42.88333333	22.1	5340	0.365277778
42.9	22.05	5194	0.364722222
42.91666667	22.1	5273	0.364722222
42.93333333	22.15	5345	0.363333333
42.95	22.1	5235	0.364166667
42.96666667	22.05	5257	0.364722222
42.98333333	22.1	5191	0.362222222
43	22.05	5223	0.365555556
43.01666667	22.15	5161	0.362222222
43.03333333	22.15	5404	0.363055556
43.05	22.05	5241	0.362222222
43.06666667	22.05	5276	0.364722222
43.08333333	22.1	5305	0.3625
43.1	22.1	5305	0.366388889
43.11666667	22.1	5131	0.363055556
43.13333333	22.1	5305	0.364444444
43.15	22.05	5373	0.363888889
43.16666667	22.1	5432	0.364722222
43.18333333	22.05	5293	0.365555556
43.2	22.15	5265	0.364722222
43.21666667	22.1	5328	0.365
43.23333333	22.05	5334	0.365277778
43.25	22	5206	0.364722222
43.26666667	22.1	5278	0.364444444
43.28333333	22.15	5363	0.363055556
43.3	22.15	5236	0.363611111
43.31666667	22.05	5359	0.365555556
43.33333333	22.1	5233	0.364722222
43.35	22.15	5226	0.365
43.36666667	22.1	5142	0.362222222
43.38333333	22.1	5248	0.365555556
43.4	22.1	5282	0.365555556
43.41666667	22.15	5335	0.365
43.43333333	22.2	5192	0.364722222
43.45	22.05	5271	0.364722222
43.46666667	22.15	5368	0.363888889
43.48333333	22.1	5220	0.363333333
43.5	22.15	5289	0.365833333
43.51666667	22.1	5347	0.363611111
43.53333333	22.15	5407	0.365555556
43.55	22.1	5259	0.364722222
43.56666667	22.1	5214	0.364722222
43.58333333	22.15	5263	0.365277778
43.6	22.05	5266	0.363333333
43.61666667	22.05	5208	0.364166667
43.63333333	22.15	5329	0.365277778
43.65	22.05	5375	0.365277778
43.66666667	22.15	5252	0.364166667
43.68333333	22.15	5275	0.364444444
43.7	22.1	5249	0.364722222
43.71666667	22.1	5312	0.362777778
43.73333333	22.15	5391	0.365277778
43.75	22.1	5325	0.364722222
43.76666667	22.15	5278	0.364722222
43.78333333	22.05	5298	0.364166667
43.8	22.1	5178	0.364166667
43.81666667	22.1	5357	0.364722222
43.83333333	22.1	5259	0.366666667
43.85	22.15	5292	0.364444444
43.86666667	22.15	5372	0.365555556
43.88333333	22.1	5221	0.361666667
43.9	22.05	5297	0.365
43.91666667	22.05	5265	0.364722222
43.93333333	22.15	5315	0.364722222
43.95	22.2	5288	0.365
43.96666667	22.1	5357	0.3625
43.98333333	22.15	5284	0.362777778
44	22.15	5394	0.364722222
44.01666667	22.1	5241	0.361666667
44.03333333	22.15	5352	0.365
44.05	22.2	5216	0.360833333
44.06666667	22.1	5196	0.361666667
44.08333333	22.1	5275	0.365
44.1	22.15	5339	0.365
44.11666667	22.15	5269	0.362222222
44.13333333	22.05	5332	0.364722222
44.15	22.15	5242	0.364722222
44.16666667	22.1	5213	0.365833333
44.18333333	22.1	5213	0.3625
44.2	22.15	5225	0.363333333
44.21666667	22.2	5196	0.364722222
44.23333333	22.05	5347	0.365555556
44.25	22.2	5265	0.365
44.26666667	22.2	5301	0.365277778
44.28333333	22.1	5271	0.363611111
44.3	22.15	5270	0.363055556
44.31666667	22.1	5289	0.364722222
44.33333333	22.1	5200	0.360277778
44.35	22.15	5222	0.364166667
44.36666667	22.1	5295	0.363888889
44.38333333	22.1	5249	0.365
44.4	22.15	5357	0.365
44.41666667	22.15	5305	0.363333333
44.43333333	22.2	5193	0.365277778
44.45	22.15	5300	0.363055556
44.46666667	22.15	5309	0.363888889
44.48333333	22.15	5250	0.362777778
44.5	22.1	5205	0.363888889
44.51666667	22.15	5263	0.364722222
44.53333333	22.2	5175	0.364722222
44.55	22.15	5180	0.362222222
44.56666667	22.15	5229	0.363333333
44.58333333	22.15	5227	0.36
44.6	22.15	5296	0.365833333
44.61666667	22.15	5232	0.364444444
44.63333333	22.15	5260	0.363333333
44.65	22.1	5367	0.362222222
44.66666667	22.1	5500	0.367222222
44.68333333	22.2	5186	0.364444444
44.7	22.15	5248	0.366666667
44.71666667	22.15	5307	0.363333333
44.73333333	22.1	5172	0.364722222
44.75	22.2	5214	0.362222222
44.76666667	22.15	5401	0.366666667
44.78333333	22.1	5422	0.365
44.8	22.15	5359	0.364722222
44.81666667	22.15	5179	0.362777778
44.83333333	22.1	5193	0.366111111
44.85	22.15	5252	0.364722222
44.86666667	22.2	5234	0.364444444
44.88333333	22.15	5353	0.363055556
44.9	22.15	5359	0.366666667
44.91666667	22.15	5262	0.364166667
44.93333333	22.15	5185	0.363055556
44.95	22.15	5334	0.365
44.96666667	22.2	5252	0.366666667
44.98333333	22.2	5270	0.364722222
45	22.1	5264	0.364444444
45.01666667	22.15	5320	0.363888889
45.03333333	22.15	5297	0.365555556
45.05	22.15	5279	0.366388889
45.06666667	22.15	5330	0.364444444
45.08333333	22.1	5311	0.363333333
45.1	22.15	5288	0.365833333
45.11666667	22.1	5184	0.362777778
45.13333333	22.15	5260	0.363055556
45.15	22.15	5257	0.365833333
45.16666667	22.2	5233	0.364166667
45.18333333	22.15	5252	0.364444444
45.2	22.15	5283	0.366666667
45.21666667	22.15	5243	0.364722222
45.23333333	22.25	5247	0.361666667
45.25	22.15	5279	0.364166667
45.26666667	22.15	5280	0.363055556
45.28333333	22.15	5241	0.363611111
45.3	22.1	5199	0.364722222
45.31666667	22.2	5190	0.365277778
45.33333333	22.2	5434	0.364166667
45.35	22.15	5192	0.362222222
45.36666667	22.15	5387	0.366111111
45.38333333	22.15	5263	0.362777778
45.4	22.1	5239	0.365277778
45.41666667	22.15	5358	0.365277778
45.43333333	22.15	5221	0.365277778
45.45	22.15	5303	0.3625
45.46666667	22.15	5319	0.363611111
45.48333333	22.15	5141	0.363888889
45.5	22.2	5203	0.365
45.51666667	22.2	5273	0.367777778
45.53333333	22.15	5250	0.365
45.55	22.15	5385	0.366944444
45.56666667	22.2	5260	0.366666667
45.58333333	22.15	5401	0.365
45.6	22.15	5270	0.365277778
45.61666667	22.2	5275	0.365555556
45.63333333	22.15	5368	0.366666667
45.65	22.15	5213	0.363333333
45.66666667	22.25	5260	0.364722222
45.68333333	22.1	5275	0.364722222
45.7	22.15	5331	0.365277778
45.71666667	22.2	5207	0.366111111
45.73333333	22.15	5291	0.364722222
45.75	22.15	5302	0.365555556
45.76666667	22.15	5242	0.364444444
45.78333333	22.15	5275	0.363333333
45.8	22.15	5282	0.363888889
45.81666667	22.15	5330	0.365277778
45.83333333	22.15	5386	0.362777778
45.85	22.1	5243	0.365555556
45.86666667	22.2	5259	0.364444444
45.88333333	22.15	5364	0.364166667
45.9	22.15	5306	0.3625
45.91666667	22.15	5264	0.363611111
45.93333333	22.15	5252	0.366111111
45.95	22.2	5181	0.362222222
45.96666667	22.15	5252	0.363055556
45.98333333	22.2	5206	0.362777778
46	22.15	5363	0.365277778
46.01666667	22.15	5284	0.364166667
46.03333333	22.25	5273	0.363333333
46.05	22.15	5267	0.360833333
46.06666667	22.15	5315	0.364166667
46.08333333	22.2	5281	0.363055556
46.1	22.15	5231	0.363888889
46.11666667	22.15	5439	0.366388889
46.13333333	22.2	5287	0.365277778
46.15	22.25	5336	0.364722222
46.16666667	22.2	5207	0.365277778
46.18333333	22.2	5194	0.364444444
46.2	22.2	5257	0.364722222
46.21666667	22.15	5301	0.365555556
46.23333333	22.2	5249	0.363055556
46.25	22.15	5270	0.3625
46.26666667	22.2	5163	0.363611111
46.28333333	22.2	5242	0.364722222
46.3	22.15	5359	0.364444444
46.31666667	22.15	5314	0.363333333
46.33333333	22.2	5258	0.363888889
46.35	22.2	5253	0.3625
46.36666667	22.15	5227	0.362777778
46.38333333	22.15	5372	0.366388889
46.4	22.15	5307	0.361944444
46.41666667	22.2	5314	0.364722222
46.43333333	22.15	5294	0.361388889
46.45	22.15	5227	0.363055556
46.46666667	22.15	5263	0.365277778
46.48333333	22.15	5337	0.363333333
46.5	22.2	5257	0.366111111
46.51666667	22.2	5335	0.363055556
46.53333333	22.15	5321	0.365277778
46.55	22.15	5316	0.363888889
46.56666667	22.1	5377	0.365277778
46.58333333	22.25	5318	0.363055556
46.6	22.25	5334	0.364166667
46.61666667	22.2	5212	0.362222222
46.63333333	22.2	5329	0.363888889
46.65	22.15	5436	0.366111111
46.66666667	22.25	5172	0.359444444
46.68333333	22.25	5329	0.365
46.7	22.15	5255	0.364166667
46.71666667	22.25	5309	0.365
46.73333333	22.2	5233	0.365
46.75	22.2	5363	0.363333333
46.76666667	22.2	5425	0.364444444
46.78333333	22.25	5281	0.365
46.8	22.15	5288	0.364444444
46.81666667	22.15	5463	0.365277778
46.83333333	22.15	5281	0.363333333
46.85	22.2	5187	0.365
46.86666667	22.25	5273	0.363888889
46.88333333	22.25	5276	0.365
46.9	22.2	5200	0.363888889
46.91666667	22.2	5208	0.364722222
46.93333333	22.2	5199	0.364166667
46.95	22.25	5217	0.362222222
46.96666667	22.25	5328	0.364722222
46.98333333	22.25	5334	0.366111111
47	22.25	5294	0.361388889
47.01666667	22.2	5259	0.364166667
47.03333333	22.25	5313	0.363611111
47.05	22.2	5343	0.364722222
47.06666667	22.25	5293	0.365555556
47.08333333	22.15	5360	0.364722222
47.1	22.15	5274	0.364166667
47.11666667	22.2	5122	0.362222222
47.13333333	22.2	5287	0.364166667
47.15	22.25	5243	0.363333333
47.16666667	22.15	5309	0.365833333
47.18333333	22.15	5273	0.365555556
47.2	22.2	5361	0.365277778
47.21666667	22.2	5275	0.361666667
47.23333333	22.15	5277	0.363611111
47.25	22.2	5132	0.362222222
47.26666667	22.25	5269	0.365277778
47.28333333	22.2	5338	0.362777778
47.3	22.25	5325	0.362777778
47.31666667	22.15	5236	0.363333333
47.33333333	22.25	5290	0.363888889
47.35	22.2	5378	0.364722222
47.36666667	22.2	5301	0.365555556
47.38333333	22.25	5296	0.362222222
47.4	22.25	5345	0.364444444
47.41666667	22.2	5229	0.363055556
47.43333333	22.2	5298	0.366666667
47.45	22.2	5207	0.365833333
47.46666667	22.2	5232	0.362222222
47.48333333	22.25	5242	0.360833333
47.5	22.2	5251	0.364444444
47.51666667	22.15	5317	0.366111111
47.53333333	22.25	5334	0.366111111
47.55	22.25	5353	0.365277778
47.56666667	22.25	5299	0.364722222
47.58333333	22.25	5314	0.362777778
47.6	22.2	5350	0.363333333
47.61666667	22.1	5340	0.364722222
47.63333333	22.25	5253	0.365
47.65	22.15	5446	0.364722222
47.66666667	22.25	5238	0.365277778
47.68333333	22.2	5359	0.365
47.7	22.25	5294	0.362777778
47.71666667	22.25	5399	0.364722222
47.73333333	22.2	5213	0.3625
47.75	22.25	5209	0.363333333
47.76666667	22.25	5381	0.366666667
47.78333333	22.2	5183	0.362777778
47.8	22.25	5265	0.365
47.81666667	22.25	5226	0.364722222
47.83333333	22.25	5263	0.365
47.85	22.25	5170	0.366111111
47.86666667	22.15	5284	0.363333333
47.88333333	22.25	5240	0.363611111
47.9	22.25	5330	0.364444444
47.91666667	22.25	5262	0.366111111
47.93333333	22.2	5178	0.363611111
47.95	22.25	5337	0.365
47.96666667	22.25	5276	0.367222222
47.98333333	22.25	5337	0.363888889
48	22.15	5250	0.363333333
48.01666667	22.2	5346	0.3625
48.03333333	22.25	5312	0.364722222
48.05	22.25	5358	0.365555556
48.06666667	22.25	5265	0.362222222
48.08333333	22.2	5253	0.365833333
48.1	22.25	5291	0.364166667
48.11666667	22.25	5292	0.366388889
48.13333333	22.25	5255	0.362777778
48.15	22.25	5420	0.368055556
48.16666667	22.25	5322	0.364444444
48.18333333	22.25	5311	0.363888889
48.2	22.25	5306	0.365277778
48.21666667	22.25	5361	0.366111111
48.23333333	22.25	5256	0.366388889
48.25	22.3	5288	0.366388889
48.26666667	22.25	5239	0.365
48.28333333	22.25	5377	0.366111111
48.3	22.25	5291	0.365277778
48.31666667	22.3	5292	0.365555556
48.33333333	22.2	5181	0.364444444
48.35	22.25	5317	0.363333333
48.36666667	22.25	5186	0.361666667
48.38333333	22.2	5368	0.363611111
48.4	22.25	5257	0.3625
48.41666667	22.25	5289	0.365555556
48.43333333	22.2	5405	0.364166667
48.45	22.2	5223	0.365277778
48.46666667	22.25	5336	0.364722222
48.48333333	22.25	5256	0.363333333
48.5	22.25	5330	0.364444444
48.51666667	22.25	5304	0.363611111
48.53333333	22.3	5279	0.367222222
48.55	22.2	5257	0.365555556
48.56666667	22.3	5255	0.365555556
48.58333333	22.25	5267	0.366388889
48.6	22.25	5376	0.3675
48.61666667	22.25	5333	0.365833333
48.63333333	22.25	5393	0.366666667
48.65	22.25	5293	0.363055556
48.66666667	22.25	5298	0.364444444
48.68333333	22.2	5231	0.366111111
48.7	22.25	5298	0.3675
48.71666667	22.2	5146	0.365555556
48.73333333	22.25	5229	0.365
48.75	22.25	5314	0.365555556
48.76666667	22.25	5329	0.364722222
48.78333333	22.25	5234	0.365277778
48.8	22.25	5241	0.364722222
48.81666667	22.25	5153	0.363888889
48.83333333	22.25	5316	0.367777778
48.85	22.25	5260	0.366111111
48.86666667	22.25	5277	0.367222222
48.88333333	22.3	5424	0.364722222
48.9	22.25	5437	0.364722222
48.91666667	22.3	5189	0.364444444
48.93333333	22.25	5273	0.365833333
48.95	22.25	5275	0.361944444
48.96666667	22.3	5279	0.366388889
48.98333333	22.25	5258	0.363888889
49	22.25	5334	0.365
49.01666667	22.3	5301	0.362777778
49.03333333	22.25	5334	0.363888889
49.05	22.35	5322	0.367222222
49.06666667	22.25	5337	0.363333333
49.08333333	22.25	5427	0.367222222
49.1	22.3	5199	0.366388889
49.11666667	22.25	5281	0.363611111
49.13333333	22.35	5268	0.364722222
49.15	22.25	5334	0.363055556
49.16666667	22.25	5335	0.362222222
49.18333333	22.3	5341	0.363611111
49.2	22.3	5224	0.363888889
49.21666667	22.25	5267	0.364722222
49.23333333	22.3	5207	0.365
49.25	22.25	5282	0.365833333
49.26666667	22.2	5367	0.364444444
49.28333333	22.3	5302	0.366111111
49.3	22.25	5253	0.362777778
49.31666667	22.25	5329	0.366111111
49.33333333	22.2	5300	0.365833333
49.35	22.3	5332	0.365
49.36666667	22.25	5310	0.364722222
49.38333333	22.3	5270	0.366111111
49.4	22.25	5344	0.365833333
49.41666667	22.25	5374	0.365833333
49.43333333	22.25	5395	0.366388889
49.45	22.25	5362	0.367222222
49.46666667	22.3	5305	0.3675
49.48333333	22.25	5301	0.365277778
49.5	22.3	5293	0.365555556
49.51666667	22.25	5266	0.364722222
49.53333333	22.25	5311	0.363888889
49.55	22.3	5306	0.363611111
49.56666667	22.25	5340	0.365833333
49.58333333	22.25	5357	0.365833333
49.6	22.25	5238	0.367222222
49.61666667	22.3	5407	0.365277778
49.63333333	22.25	5315	0.367222222
49.65	22.25	5203	0.361666667
49.66666667	22.25	5295	0.366944444
49.68333333	22.35	5372	0.367222222
49.7	22.25	5281	0.366111111
49.71666667	22.2	5188	0.362777778
49.73333333	22.3	5306	0.364722222
49.75	22.25	5215	0.364722222
49.76666667	22.3	5247	0.364722222
49.78333333	22.25	5293	0.364722222
49.8	22.25	5215	0.365555556
49.81666667	22.3	5233	0.365
49.83333333	22.25	5344	0.365277778
49.85	22.25	5418	0.366111111
49.86666667	22.25	5343	0.363055556
49.88333333	22.25	5259	0.364722222
49.9	22.3	5248	0.365
49.91666667	22.25	5323	0.363611111
49.93333333	22.3	5262	0.365833333
49.95	22.3	5354	0.365833333
49.96666667	22.25	5271	0.364444444
49.98333333	22.25	5335	0.365555556
50	22.25	5281	0.364166667
50.01666667	22.25	5372	0.367222222
50.03333333	22.25	5213	0.364722222
50.05	22.3	5292	0.363888889
50.06666667	22.25	5251	0.365277778
50.08333333	22.3	5459	0.363888889
50.1	22.25	5355	0.366944444
50.11666667	22.25	5242	0.365833333
50.13333333	22.3	5277	0.363888889
50.15	22.3	5244	0.364722222
50.16666667	22.3	5212	0.363611111
50.18333333	22.25	5277	0.363055556
50.2	22.35	5346	0.366666667
50.21666667	22.25	5358	0.366388889
50.23333333	22.25	5339	0.365
50.25	22.25	5338	0.365
50.26666667	22.3	5477	0.367222222
50.28333333	22.25	5325	0.365277778
50.3	22.3	5264	0.367222222
50.31666667	22.3	5220	0.361111111
50.33333333	22.35	5343	0.364444444
50.35	22.25	5427	0.365833333
50.36666667	22.3	5468	0.366666667
50.38333333	22.3	5387	0.365555556
50.4	22.3	5481	0.3675
50.41666667	22.35	5335	0.366111111
50.43333333	22.3	5233	0.363055556
50.45	22.3	5089	0.361388889
50.46666667	22.35	5386	0.367222222
50.48333333	22.3	5242	0.365833333
50.5	22.3	5209	0.364722222
50.51666667	22.3	5392	0.364722222
50.53333333	22.35	5365	0.365
50.55	22.35	5360	0.365555556
50.56666667	22.3	5378	0.364722222
50.58333333	22.25	5204	0.362222222
50.6	22.25	5274	0.366111111
50.61666667	22.3	5380	0.363888889
50.63333333	22.25	5351	0.365
50.65	22.25	5307	0.362222222
50.66666667	22.3	5302	0.368055556
50.68333333	22.35	5311	0.361666667
50.7	22.3	5141	0.362222222
50.71666667	22.35	5311	0.365555556
50.73333333	22.3	5253	0.364722222
50.75	22.25	5293	0.363333333
50.76666667	22.25	5285	0.362777778
50.78333333	22.3	5278	0.363333333
50.8	22.25	5303	0.363888889
50.81666667	22.25	5302	0.362777778
50.83333333	22.25	5263	0.364444444
50.85	22.3	5337	0.363055556
50.86666667	22.3	5245	0.364166667
50.88333333	22.35	5380	0.364166667
50.9	22.3	5353	0.364166667
50.91666667	22.4	5192	0.364722222
50.93333333	22.35	5358	0.363611111
50.95	22.25	5314	0.366666667
50.96666667	22.35	5221	0.363611111
50.98333333	22.35	5240	0.365
51	22.3	5141	0.362222222
51.01666667	22.35	5347	0.363055556
51.03333333	22.3	5190	0.364722222
51.05	22.25	5269	0.362777778
51.06666667	22.3	5407	0.366944444
51.08333333	22.3	5266	0.364722222
51.1	22.35	5308	0.364444444
51.11666667	22.35	5288	0.365277778
51.13333333	22.3	5246	0.364444444
51.15	22.35	5323	0.365555556
51.16666667	22.25	5425	0.366111111
51.18333333	22.35	5367	0.365277778
51.2	22.35	5274	0.363333333
51.21666667	22.3	5215	0.364444444
51.23333333	22.3	5217	0.367777778
51.25	22.35	5295	0.363611111
51.26666667	22.25	5296	0.363611111
51.28333333	22.25	5296	0.363611111
51.3	22.35	5310	0.3625
51.31666667	22.35	5258	0.364166667
51.33333333	22.35	5342	0.365833333
51.35	22.3	5390	0.363888889
51.36666667	22.35	5235	0.363888889
51.38333333	22.3	5259	0.363333333
51.4	22.35	5289	0.364444444
