Koordinatensystem : Lambert konform konisch
Rechtswert        : 4253500 Meter
Hochwert          : 2702500 Meter
Hoehenlage        : 122 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
4253500 2702500  4 23 15  13.9 1000 344  1.4 8  7.7  76   25  257 348 -403  2
4253500 2702500  4 23 16  14.3 1000 307  1.1 8  7.2  71    0   67 346 -404  2
4253500 2702500  4 23 17  15.0 1000   2  0.7 7  6.9  65   18  169 341 -405  2
4253500 2702500  4 23 18  14.4 1000  19  1.2 3  6.8  64   89  110 323 -403  2
4253500 2702500  4 23 19  13.7 1000 240  1.8 6  7.0  69    9   41 318 -396  2
4253500 2702500  4 23 20  13.0 1001 310  0.9 6  7.0  72    0    0 328 -390  2
4253500 2702500  4 23 21  12.4 1001 303  1.4 3  6.8  74    0    0 314 -384  2
4253500 2702500  4 23 22  11.5 1002  52  0.9 3  6.8  77    0    0 300 -380  2
4253500 2702500  4 23 23  10.9 1002  22  1.7 4  6.8  81    0    0 303 -378  2
4253500 2702500  4 23 24  10.1 1003  30  0.6 6  6.6  83    0    0 313 -376  2
4253500 2702500  4 24  1   9.6 1003  12  0.3 7  6.8  89    0    0 324 -374  2
4253500 2702500  4 24  2   9.2 1003 234  0.0 7  6.9  92    0    0 326 -374  2
4253500 2702500  4 24  3   8.9 1003 303  0.5 6  6.7  93    0    0 320 -373  2
4253500 2702500  4 24  4   8.4 1004 279  0.2 5  6.7  95    0    0 312 -372  2
4253500 2702500  4 24  5   8.1 1004 266  0.0 3  6.5  95    0    0 299 -373  2
4253500 2702500  4 24  6   8.7 1004 276  0.0 4  6.5  93    5   24 294 -374  2
4253500 2702500  4 24  7   8.8 1005 193  0.9 3  6.6  93   55   89 293 -375  2
4253500 2702500  4 24  8  10.2 1005  78  0.8 3  6.8  91  185  144 291 -380  2
4253500 2702500  4 24  9  11.1 1005  68  0.6 4  6.8  85  292  191 299 -388  2
4253500 2702500  4 24 10  12.1 1005 353  1.4 4  6.7  78  307  265 307 -398  2
4253500 2702500  4 24 11  11.7 1006 332  1.8 4  6.8  78  332  318 309 -406  2
4253500 2702500  4 24 12  13.0 1006 325  1.1 4  6.8  76  404  325 311 -415  2
4253500 2702500  4 24 13  13.8 1005 312  1.5 4  6.8  70  461  306 315 -431  2
4253500 2702500  4 24 14  14.3 1005 312  1.0 3  6.4  64  393  313 312 -443  2
4253500 2702500  4 24 15  15.6 1005 300  1.3 2  6.3  58  288  306 305 -448  2
4253500 2702500  4 24 16  15.3 1005 249  1.8 2  6.1  55  288  235 299 -445  2
4253500 2702500  4 24 17  15.6 1004 355  1.8 2  5.9  54  189  184 294 -437  2
4253500 2702500  4 24 18  15.1 1004  17  2.3 2  6.0  55   56  126 291 -425  2
4253500 2702500  4 24 19  14.6 1004  16  1.4 2  5.9  56    3   38 288 -409  2
4253500 2702500  4 24 20  13.3 1005  37  1.4 2  5.8  58    0    0 285 -395  2
4253500 2702500  4 24 21  12.5 1005  73  1.4 0  5.8  62    0    0 274 -387  2
4253500 2702500  4 24 22  12.0 1005  83  1.2 1  5.8  65    0    0 268 -382  2
4253500 2702500  4 24 23  10.7 1005 116  0.4 1  5.7  68    0    0 269 -377  2
4253500 2702500  4 24 24  10.3 1005 113  0.4 0  5.8  73    0    0 262 -372  2
4253500 2702500  4 25  1  10.0 1006  97  0.1 1  5.8  74    0    0 264 -368  2
4253500 2702500  4 25  2   9.3 1005 107  0.7 0  5.7  76    0    0 264 -365  2
4253500 2702500  4 25  3   8.2 1005 135  0.2 1  5.5  78    0    0 261 -363  2
4253500 2702500  4 25  4   8.4 1005 138  0.2 1  5.4  79    0    0 263 -363  2
4253500 2702500  4 25  5   7.7 1005 135  0.1 1  5.7  84    0    0 262 -362  2
4253500 2702500  4 25  6   7.6 1005 157  0.2 1  5.8  88   23   30 258 -362  2
4253500 2702500  4 25  7   9.2 1005 146  0.4 0  6.1  88  128   76 252 -366  2
4253500 2702500  4 25  8  12.6 1005 155  0.0 0  6.5  79  260  107 253 -377  2
4253500 2702500  4 25  9  15.2 1004 311  0.0 0  6.6  66  408  124 263 -393  2
4253500 2702500  4 25 10  17.3 1005  32  0.4 0  6.8  58  552  125 277 -412  2
4253500 2702500  4 25 11  18.5 1005  44  0.7 0  6.4  49  659  125 288 -433  2
4253500 2702500  4 25 12  20.0 1004 178  0.7 1  5.6  40  721  124 298 -450  2
4253500 2702500  4 25 13  20.7 1004   8  1.6 1  5.7  38  714  132 309 -463  2
4253500 2702500  4 25 14  21.5 1004  55  1.8 1  5.8  37  657  141 317 -469  2
4253500 2702500  4 25 15  21.8 1004   7  1.8 1  5.5  34  544  152 320 -463  2
4253500 2702500  4 25 16  22.3 1003 160  1.1 1  5.3  32  407  152 320 -457  2
4253500 2702500  4 25 17  22.1 1002  15  1.6 1  5.7  34  242  146 319 -454  2
4253500 2702500  4 25 18  21.5 1002   2  1.9 1  6.1  37   86  115 314 -441  2
4253500 2702500  4 25 19  20.3 1003  18  1.0 1  6.0  39    9   42 308 -425  2
4253500 2702500  4 25 20  18.8 1003 358  1.4 1  6.0  42    0    0 302 -407  2
4253500 2702500  4 25 21  17.9 1004  96  0.7 1  6.1  46    0    0 301 -394  2
4253500 2702500  4 25 22  16.0 1004 143  0.4 1  6.3  52    0    0 297 -385  2
4253500 2702500  4 25 23  14.5 1003 136  0.7 1  6.3  58    0    0 291 -379  2
4253500 2702500  4 25 24  14.4 1003 199  0.3 1  6.4  61    0    0 288 -373  2
4253500 2702500  4 26  1  12.5 1003 187  1.8 0  6.6  67    0    0 283 -369  2
4253500 2702500  4 26  2  12.6 1003 195  1.4 0  6.8  74    0    0 277 -364  2
4253500 2702500  4 26  3  12.1 1002 344  0.3 0  6.8  75    0    0 273 -361  2
4253500 2702500  4 26  4  13.0 1002  37  0.2 0  6.7  74    0    0 271 -358  2
4253500 2702500  4 26  5  11.1 1002 206  1.1 1  6.7  75    0    0 271 -358  2
4253500 2702500  4 26  6  11.5 1002 152  1.5 1  6.9  81   10   31 271 -357  2
4253500 2702500  4 26  7  13.4 1002 116  0.7 4  7.1  78   36   99 287 -362  2
4253500 2702500  4 26  8  16.1 1002 106  0.5 3  7.2  68  140  177 303 -375  2
4253500 2702500  4 26  9  19.2 1003  77  0.0 3  7.7  60  241  242 309 -394  2
4253500 2702500  4 26 10  20.6 1002  26  1.0 3  7.9  54  364  283 319 -416  2
4253500 2702500  4 26 11  22.5 1002  11  1.6 4  7.4  46  393  334 329 -439  2
4253500 2702500  4 26 12  22.0 1001  26  2.9 6  6.9  41  220  421 347 -459  2
4253500 2702500  4 26 13  20.9 1001 317  4.3 4  6.9  42  104  409 346 -471  2
4253500 2702500  4 26 14  18.9 1001  14  2.2 7  7.5  51    1  222 348 -465  2
4253500 2702500  4 26 15  18.6 1001 103  4.7 8  7.6  55    8  237 358 -456  2
4253500 2702500  4 26 16  18.9 1001 258  1.8 7  6.9  50    7  199 356 -451  2
4253500 2702500  4 26 17  19.2 1000 222  3.2 8  7.4  53    0   47 358 -448  2
4253500 2702500  4 26 18  19.0 1000 224  2.9 8  7.9  57    0   22 364 -444  2
4253500 2702500  4 26 19  18.4 1001 270  1.5 8  7.9  58    0    7 365 -431  2
4253500 2702500  4 26 20  18.1 1001 269  1.1 7  8.1  61    0    0 361 -418  2
4253500 2702500  4 26 21  17.0 1002 298  0.3 7  8.2  65    0    0 354 -410  2
4253500 2702500  4 26 22  16.4 1002 239  0.0 8  8.5  71    0    0 357 -402  2
4253500 2702500  4 26 23  15.7 1002 274  0.1 8  8.8  76    0    0 362 -395  2
4253500 2702500  4 26 24  15.5 1002 240  0.0 8  9.0  80    0    0 361 -390  2
4253500 2702500  4 27  1  15.0 1002 258  0.4 8  9.1  82    0    0 360 -388  2
4253500 2702500  4 27  2  14.3 1001 246  0.0 7  9.0  85    0    0 352 -388  2
4253500 2702500  4 27  3  14.2 1001 264  0.0 8  8.9  86    0    0 351 -387  2
4253500 2702500  4 27  4  13.6 1001 269  0.0 8  8.8  88    0    0 356 -385  2
4253500 2702500  4 27  5  13.5 1001 306  0.0 7  8.8  89    0    0 349 -384  2
4253500 2702500  4 27  6  13.2 1001 256  0.0 8  8.7  90    0    6 348 -384  2
4253500 2702500  4 27  7  13.2 1001 267  0.8 8  8.7  91    0   25 353 -385  2
4253500 2702500  4 27  8  13.5 1001 295  0.9 8  8.8  91    0   69 353 -387  2
4253500 2702500  4 27  9  13.6 1001 318  0.6 8  8.9  91   19  207 354 -389  2
4253500 2702500  4 27 10  14.4 1001 314  0.4 7  9.1  90   65  289 348 -392  2
4253500 2702500  4 27 11  15.1 1002 317  0.1 7  9.4  89   72  329 346 -393  2
4253500 2702500  4 27 12  15.4 1002 325  1.7 6  9.5  87  169  360 343 -393  2
4253500 2702500  4 27 13  16.7 1002 301  1.5 5  9.5  82  233  354 336 -394  2
4253500 2702500  4 27 14  18.9 1002 343  2.0 5  9.1  71  152  341 338 -394  2
4253500 2702500  4 27 15  18.5 1001 323  1.9 5  8.9  66   39  271 343 -389  2
4253500 2702500  4 27 16  18.5 1001 315  3.1 6  8.9  66   10  194 347 -384  2
4253500 2702500  4 27 17  17.2 1001 319  2.9 5  9.1  70   18  167 345 -382  2
4253500 2702500  4 27 18  16.4 1001 312  3.4 8  9.5  78    0   57 353 -380  2
4253500 2702500  4 27 19  15.5 1001 314  2.6 7  9.7  84    0    6 360 -378  2
4253500 2702500  4 27 20  14.9 1002 321  2.0 8  9.5  87    0    0 359 -377  2
4253500 2702500  4 27 21  14.2 1001 293  2.9 6  9.1  87    0    0 351 -375  2
4253500 2702500  4 27 22  14.0 1002 306  2.1 8  9.0  88    0    0 350 -374  2
4253500 2702500  4 27 23  13.6 1002 322  2.3 8  8.9  90    0    0 358 -373  2
4253500 2702500  4 27 24  13.3 1002 323  2.8 7  8.7  89    0    0 352 -371  2
4253500 2702500  4 28  1  12.6 1002 326  2.7 8  8.4  89    0    0 349 -369  2
4253500 2702500  4 28  2  12.2 1002 340  2.5 8  8.2  90    0    0 352 -366  2
4253500 2702500  4 28  3  11.9 1002 348  3.0 8  8.1  91    0    0 351 -360  2
4253500 2702500  4 28  4  10.8 1001 316  3.0 8  7.7  90    0    0 348 -351  2
4253500 2702500  4 28  5  10.3 1001 344  3.0 8  7.2  90    0    0 344 -343  2
4253500 2702500  4 28  6  10.0 1001 342  2.0 8  6.9  89    0    6 339 -338  2
4253500 2702500  4 28  7   9.3 1001 328  2.3 7  6.7  88    0   20 329 -339  2
4253500 2702500  4 28  8   9.1 1002 321  1.8 7  6.4  88    0   43 319 -346  2
4253500 2702500  4 28  9   8.7 1002 324  2.2 8  6.3  88    0   75 321 -355  2
4253500 2702500  4 28 10   9.0 1002 332  2.2 7  6.2  86    0  132 320 -366  2
4253500 2702500  4 28 11   9.4 1002 326  2.5 8  6.0  82    0  178 320 -379  2
4253500 2702500  4 28 12   9.5 1002 330  2.2 8  5.9  80    0  170 326 -391  2
4253500 2702500  4 28 13   9.8 1002 308  1.6 7  5.8  77   10  220 322 -400  2
4253500 2702500  4 28 14  10.6 1001 287  0.7 8  5.3  68   10  215 321 -403  2
4253500 2702500  4 28 15  11.3 1001 341  0.4 7  4.9  60    5  185 321 -398  2
4253500 2702500  4 28 16  11.4 1000  51  0.2 7  4.4  52    0  119 316 -393  2
4253500 2702500  4 28 17  12.0 1000  46  1.4 7  4.1  47   10  122 315 -390  2
4253500 2702500  4 28 18  12.1  999 194  1.1 5  4.3  49   65   52 308 -382  2
4253500 2702500  4 28 19  11.1  999 186  0.3 6  4.7  54   15   24 302 -372  2
4253500 2702500  4 28 20   8.8  999  66  1.9 6  5.0  65    0    0 302 -363  2
4253500 2702500  4 28 21   7.7  999 174  0.8 5  5.2  75    0    0 291 -358  2
4253500 2702500  4 28 22   6.8  999 201  0.7 5  5.0  78    0    0 282 -354  2
4253500 2702500  4 28 23   6.9  999 190  1.6 6  4.9  78    0    0 285 -352  2
4253500 2702500  4 28 24   6.6  998 201  1.4 6  4.9  80    0    0 290 -351  2
4253500 2702500  4 29  1   6.6  998 189  1.3 7  5.1  83    0    0 296 -350  2
4253500 2702500  4 29  2   6.6  998 210  1.3 7  5.3  86    0    0 302 -350  2
4253500 2702500  4 29  3   6.8  997 222  1.5 7  5.3  86    0    0 303 -349  2
4253500 2702500  4 29  4   7.2  997 269  2.2 8  5.6  88    0    0 308 -349  2
4253500 2702500  4 29  5   7.1  997 275  2.2 8  5.7  89    0    2 313 -349  2
4253500 2702500  4 29  6   6.7  996 304  1.2 7  5.7  90    1   22 307 -349  2
4253500 2702500  4 29  7   6.8  996 301  1.9 7  5.6  90    0   44 301 -350  2
4253500 2702500  4 29  8   7.0  997 299  1.0 8  5.6  90    0   51 306 -351  2
4253500 2702500  4 29  9   7.1  997 277  0.7 7  5.7  89    0  144 306 -354  2
4253500 2702500  4 29 10   7.3  997 292  1.0 8  5.7  88    0  171 308 -359  2
4253500 2702500  4 29 11   7.4  997 300  1.7 7  5.7  88    0  174 308 -362  2
4253500 2702500  4 29 12   7.4  996 298  1.4 7  5.8  88    0  147 304 -360  2
4253500 2702500  4 29 13   6.7  996 310  2.3 8  5.7  89    0   96 307 -360  2
4253500 2702500  4 29 14   5.3  996 276  3.7 7  5.5  92    0  131 304 -366  2
4253500 2702500  4 29 15   5.0  997 271  3.6 7  5.2  94    0  130 296 -372  2
4253500 2702500  4 29 16   4.2  997 243  3.0 7  5.1  94    0  102 294 -374  2
4253500 2702500  4 29 17   3.9  998 230  1.7 7  4.9  95    0   79 292 -372  2
4253500 2702500  4 29 18   4.4  998 200  0.5 6  4.9  94    0   81 289 -368  2
4253500 2702500  4 29 19   5.0  998 256  0.3 6  5.0  93    3   44 286 -363  2
4253500 2702500  4 29 20   4.7  998 158  1.3 6  5.0  92    0    0 287 -359  2
4253500 2702500  4 29 21   4.2  999 158  1.1 7  4.8  91    0    0 289 -354  2
4253500 2702500  4 29 22   4.1  999 235  2.0 6  4.7  91    0    0 288 -352  2
4253500 2702500  4 29 23   4.1  999 187  0.7 8  4.7  90    0    0 292 -351  2
4253500 2702500  4 29 24   4.2  999 162  1.1 8  4.7  90    0    0 302 -351  2
4253500 2702500  4 30  1   4.1 1000 106  1.8 8  4.7  92    0    0 303 -351  2
4253500 2702500  4 30  2   4.2  999 182  2.0 8  4.8  92    0    0 304 -351  2
4253500 2702500  4 30  3   4.1  999 261  2.2 8  4.8  92    0    0 306 -349  2
4253500 2702500  4 30  4   4.0  999 178  0.6 8  4.8  92    0    0 307 -344  2
4253500 2702500  4 30  5   4.0  999 193  2.3 8  4.7  92    0    1 308 -339  2
4253500 2702500  4 30  6   4.5  999 104  2.0 7  4.8  91    0    7 304 -338  2
4253500 2702500  4 30  7   5.7  999 174  2.8 8  5.1  91    0   27 308 -342  2
4253500 2702500  4 30  8   5.9 1000 149  3.1 7  5.2  90    0   64 312 -351  2
4253500 2702500  4 30  9   6.4 1000 170  2.9 7  5.2  87    3  170 309 -362  2
4253500 2702500  4 30 10   7.4 1000 144  3.9 4  5.3  85  462  137 296 -372  2
4253500 2702500  4 30 11   8.8 1000 149  3.1 7  5.0  73  439  212 299 -384  2
4253500 2702500  4 30 12   9.5 1000 202  3.0 8  4.3  59  164  345 323 -393  2
4253500 2702500  4 30 13  10.6  999 159  2.4 7  4.2  54   74  331 326 -399  2
4253500 2702500  4 30 14  11.3  999 174  3.8 4  4.0  49  610  133 313 -399  2
4253500 2702500  4 30 15  12.8  999 189  2.3 4  3.7  42  213  278 308 -397  2
4253500 2702500  4 30 16  12.8  999  49  2.8 7  3.8  41   68  238 320 -391  2
4253500 2702500  4 30 17  12.2  998 154  2.9 6  3.8  42   66  180 325 -382  2
4253500 2702500  4 30 18  11.8  998 183  2.7 5  3.9  44  120   94 317 -376  2
4253500 2702500  4 30 19  11.0  998  78  2.1 6  4.1  48   35   41 315 -370  2
4253500 2702500  4 30 20   9.5  999  77  2.9 5  4.3  54    0    0 311 -365  2
4253500 2702500  4 30 21   8.7  999  75  3.1 6  4.4  61    0    0 308 -362  2
4253500 2702500  4 30 22   8.4  999 104  2.5 5  4.5  65    0    0 305 -360  2
4253500 2702500  4 30 23   7.8 1000 151  3.3 5  4.6  68    0    0 299 -358  2
4253500 2702500  4 30 24   7.1 1000  93  2.6 4  4.6  71    0    0 292 -357  2
4253500 2702500  5  1  1   6.8  999 150  2.0 2  4.9  78    0    0 271 -357  2
4253500 2702500  5  1  2   6.0  999 145  2.1 2  4.9  81    0    0 267 -357  2
4253500 2702500  5  1  3   6.0  999  87  1.6 4  4.9  83    0    0 274 -356  2
4253500 2702500  5  1  4   5.1  999 122  0.4 7  4.8  85    0    0 297 -355  2
4253500 2702500  5  1  5   5.2  999 138  0.5 6  4.8  86    0    8 306 -354  2
4253500 2702500  5  1  6   4.3  999 236  0.0 5  4.8  88   20   40 295 -354  2
4253500 2702500  5  1  7   7.3  999 165  0.7 5  5.1  87   50  105 292 -357  2
4253500 2702500  5  1  8   8.6  999 214  0.2 3  5.3  78  284  107 289 -360  2
4253500 2702500  5  1  9  10.6  999 324  0.2 2  5.0  66  468  110 278 -366  2
4253500 2702500  5  1 10  12.0  998 353  1.1 2  4.9  58  575  121 276 -374  2
4253500 2702500  5  1 11  12.7  998 337  1.2 3  5.0  56  449  247 285 -379  2
4253500 2702500  5  1 12  13.4  998 269  0.3 5  4.5  48  110  372 301 -387  2
4253500 2702500  5  1 13  13.0  997 339  1.0 6  3.9  41   16  283 315 -399  2
4253500 2702500  5  1 14  13.5  997  92  1.6 1  3.8  40  458  261 299 -401  2
4253500 2702500  5  1 15  14.3  997 114  0.4 4  3.8  38  459  210 292 -403  2
4253500 2702500  5  1 16  14.3  997 227  1.5 3  3.7  36  348  195 297 -404  2
4253500 2702500  5  1 17  15.1  998 241  1.6 3  3.6  35  265  149 289 -394  2
4253500 2702500  5  1 18  15.1  997 161  1.6 2  3.8  35  101  125 281 -385  2
4253500 2702500  5  1 19  14.0  997 119  0.5 4  3.9  37   12   56 280 -375  2
4253500 2702500  5  1 20  13.1  997 100  1.4 5  4.1  42    0    0 291 -368  2
4253500 2702500  5  1 21  11.9  997 134  1.4 8  4.4  48    0    0 312 -365  2
4253500 2702500  5  1 22  11.5  997 161  1.9 7  4.5  52    0    0 323 -363  2
4253500 2702500  5  1 23  11.5  997 141  2.6 7  4.6  53    0    0 319 -360  2
4253500 2702500  5  1 24  11.9  997 156  1.9 8  4.7  54    0    0 326 -355  2
4253500 2702500  5  2  1  11.6  998 142  2.1 8  4.9  56    0    0 330 -350  2
4253500 2702500  5  2  2  11.4  998 118  1.8 8  5.0  58    0    0 329 -344  2
4253500 2702500  5  2  3  11.2  998 136  2.0 8  5.1  60    0    0 327 -338  2
4253500 2702500  5  2  4  11.0  999 130  1.7 8  5.3  63    0    0 327 -336  2
4253500 2702500  5  2  5  10.6  999 162  1.2 8  5.4  66    0    4 326 -334  2
4253500 2702500  5  2  6  10.2  999 132  1.4 7  5.7  71    0   19 322 -334  2
4253500 2702500  5  2  7  10.9 1000 112  1.3 8  6.0  74    0   26 322 -338  2
4253500 2702500  5  2  8  12.1 1000  95  2.0 8  6.2  72    0   86 328 -350  2
4253500 2702500  5  2  9  12.5 1001 111  2.7 8  6.3  70    3  147 331 -366  2
4253500 2702500  5  2 10  14.1 1001  70  2.8 7  6.3  65   65  287 328 -384  2
4253500 2702500  5  2 11  15.5 1002  82  2.1 6  6.1  58  328  292 322 -403  2
4253500 2702500  5  2 12  15.8 1002 203  2.9 6  6.2  55  121  367 321 -420  2
4253500 2702500  5  2 13  16.7 1002 263  2.6 5  6.1  53  129  365 319 -430  2
4253500 2702500  5  2 14  17.6 1003 249  3.1 5  5.8  48  179  345 319 -424  2
4253500 2702500  5  2 15  17.9 1003 266  1.6 5  5.7  45  343  258 320 -414  2
4253500 2702500  5  2 16  18.5 1003 301  0.8 4  5.7  44  419  147 317 -417  2
4253500 2702500  5  2 17  17.9 1003 313  2.4 2  5.8  44  319  114 308 -413  2
4253500 2702500  5  2 18  17.9 1003  31  1.0 2  5.7  44  136  111 300 -401  2
4253500 2702500  5  2 19  16.9 1003  31  1.3 3  5.6  45   19   56 302 -392  2
4253500 2702500  5  2 20  15.7 1004  56  1.5 2  5.7  49    0    0 298 -380  2
4253500 2702500  5  2 21  13.6 1004  77  2.0 1  5.8  55    0    0 288 -371  2
4253500 2702500  5  2 22  11.9 1004  92  1.5 1  5.9  63    0    0 280 -366  2
4253500 2702500  5  2 23  11.4 1004 111  1.5 1  6.0  70    0    0 277 -361  2
4253500 2702500  5  2 24  11.0 1005 124  1.3 2  6.2  74    0    0 278 -356  2
4253500 2702500  5  3  1  10.6 1005 124  2.0 0  6.3  77    0    0 273 -351  2
4253500 2702500  5  3  2  10.8 1005 115  1.7 1  6.5  80    0    0 271 -348  2
4253500 2702500  5  3  3  10.4 1005 114  1.7 0  6.7  83    0    0 270 -346  2
4253500 2702500  5  3  4   9.3 1005 116  1.5 1  6.7  87    0    0 269 -345  2
4253500 2702500  5  3  5   9.8 1005 118  0.0 1  6.7  90    0    4 271 -344  2
4253500 2702500  5  3  6  10.4 1006 110  1.4 1  6.8  88   32   44 272 -343  2
4253500 2702500  5  3  7  13.5 1006 120  2.7 0  7.0  80  155   82 271 -348  2
4253500 2702500  5  3  8  15.3 1006 103  3.7 0  7.1  69  307  105 274 -361  2
4253500 2702500  5  3  9  17.2 1006 130  3.7 1  7.2  62  455  118 284 -377  2
4253500 2702500  5  3 10  18.9 1007 145  3.5 0  7.4  57  589  122 292 -397  2
4253500 2702500  5  3 11  20.2 1007 147  2.9 0  7.0  49  690  122 296 -418  2
4253500 2702500  5  3 12  21.1 1007 158  4.0 1  6.4  42  733  129 304 -437  2
4253500 2702500  5  3 13  21.6 1007 161  4.5 1  5.8  36  716  143 310 -449  2
4253500 2702500  5  3 14  22.2 1007 179  3.8 1  5.3  32  684  137 312 -453  2
4253500 2702500  5  3 15  22.6 1007 155  3.5 1  5.1  30  576  146 313 -453  2
4253500 2702500  5  3 16  22.7 1007 138  2.9 1  5.1  30  432  152 314 -448  2
4253500 2702500  5  3 17  22.9 1007 158  3.2 1  5.2  30  274  147 313 -438  2
4253500 2702500  5  3 18  22.4 1007 159  2.4 0  5.2  30  116  123 310 -427  2
4253500 2702500  5  3 19  21.3 1007 127  2.0 1  5.3  32   18   59 307 -412  2
4253500 2702500  5  3 20  20.1 1007 136  2.0 1  5.5  36    0    0 306 -395  2
4253500 2702500  5  3 21  18.1 1008 127  2.7 1  5.6  40    0    0 300 -381  2
4253500 2702500  5  3 22  14.9 1007 133  2.2 1  5.7  48    0    0 292 -372  2
4253500 2702500  5  3 23  15.5 1007 129  2.4 0  5.9  55    0    0 286 -366  2
4253500 2702500  5  3 24  15.3 1008 143  2.0 0  6.0  55    0    0 283 -361  2
4253500 2702500  5  4  1  14.5 1008 141  1.7 0  6.0  56    0    0 281 -358  2
4253500 2702500  5  4  2  14.3 1008 137  1.8 0  6.1  59    0    0 280 -354  2
4253500 2702500  5  4  3  13.6 1008 141  1.9 1  6.3  63    0    0 280 -352  2
4253500 2702500  5  4  4  12.4 1008 154  1.2 1  6.3  67    0    0 279 -350  2
4253500 2702500  5  4  5  13.5 1009 149  1.4 2  6.4  69    0    5 281 -348  2
4253500 2702500  5  4  6  13.5 1009 149  1.6 2  6.6  68   39   35 284 -347  2
4253500 2702500  5  4  7  15.5 1009 140  1.2 1  6.8  65  161   68 283 -352  2
4253500 2702500  5  4  8  17.6 1009 133  2.1 1  7.0  59  310   76 284 -363  2
4253500 2702500  5  4  9  19.1 1011 150  3.8 2  7.0  53  471   71 292 -379  2
4253500 2702500  5  4 10  20.4 1010 173  2.7 2  6.9  48  634   68 300 -398  2
4253500 2702500  5  4 11  21.1 1010 128  3.8 2  6.9  45  696   61 303 -417  2
4253500 2702500  5  4 12  21.3 1010 129  4.1 2  6.4  40  698   90 306 -428  2
4253500 2702500  5  4 13  20.6 1009  73  4.2 4  6.2  40  301  313 312 -434  2
4253500 2702500  5  4 14  18.8 1009  90  5.9 5  6.2  43   60  306 319 -435  2
4253500 2702500  5  4 15  20.6 1009  65  6.2 7  6.2  43   62  270 329 -433  2
4253500 2702500  5  4 16  20.8 1009  76  4.7 7  6.2  41   36  215 340 -430  2
4253500 2702500  5  4 17  20.2 1009  79  6.1 5  6.2  41   12  150 334 -423  2
4253500 2702500  5  4 18  19.9 1009  80  4.5 6  6.2  42    7  107 330 -413  2
4253500 2702500  5  4 19  19.7 1009 114  4.0 3  6.3  44   13   54 324 -399  2
4253500 2702500  5  4 20  18.0 1010  98  3.7 2  6.4  47    0    0 307 -385  2
4253500 2702500  5  4 21  17.0 1010 116  3.1 1  6.4  51    0    0 295 -375  2
4253500 2702500  5  4 22  16.1 1009 150  2.6 0  6.3  53    0    0 284 -372  2
4253500 2702500  5  4 23  15.1 1009 145  2.0 0  6.2  56    0    0 278 -369  2
4253500 2702500  5  4 24  14.5 1010 155  1.5 1  6.2  59    0    0 279 -365  2
4253500 2702500  5  5  1  14.5 1010 147  2.8 0  6.4  62    0    0 279 -362  2
4253500 2702500  5  5  2  13.6 1010 138  2.1 0  6.6  66    0    0 275 -361  2
4253500 2702500  5  5  3  13.2 1010 142  1.4 0  6.6  68    0    0 273 -360  2
4253500 2702500  5  5  4  12.3 1010 162  0.0 0  6.6  71    0    0 272 -358  2
4253500 2702500  5  5  5  11.8 1011 151  0.0 0  6.5  74    0    5 270 -356  2
4253500 2702500  5  5  6  12.5 1011 140  0.0 0  6.5  74   30   44 269 -356  2
4253500 2702500  5  5  7  15.3 1011 132  0.5 0  6.7  67  146   87 273 -361  2
4253500 2702500  5  5  8  17.4 1011 121  2.2 0  6.5  56  293  114 279 -365  2
4253500 2702500  5  5  9  18.8 1011 132  5.5 0  5.6  43  432  133 282 -372  2
4253500 2702500  5  5 10  20.0 1012 133  5.6 0  4.6  33  557  144 283 -383  2
4253500 2702500  5  5 11  20.5 1011 123  5.7 1  4.1  28  649  152 288 -390  2
