Koordinatensystem : Lambert konform konisch
Rechtswert        : 4253500 Meter
Hochwert          : 2702500 Meter
Hoehenlage        : 122 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
4253500 2702500 11  9  5   8.5 1007 250  2.1 7  5.2  74    0    0 321 -329  2
4253500 2702500 11  9  6   8.2 1006 255  2.1 7  5.0  73    0    0 318 -328  2
4253500 2702500 11  9  7   7.7 1006 250  1.3 6  5.0  74    0    0 311 -328  2
4253500 2702500 11  9  8   7.7 1005 238  1.8 6  5.0  76    0    2 304 -328  2
4253500 2702500 11  9  9   7.8 1005 230  2.4 7  5.1  77    5   55 307 -331  2
4253500 2702500 11  9 10   9.1 1005 232  3.0 4  5.2  74   92  126 300 -337  2
4253500 2702500 11  9 11   9.4 1005 246  3.4 5  5.2  71   55  167 295 -345  2
4253500 2702500 11  9 12   9.2 1005 259  3.0 8  5.2  70    0  101 306 -352  2
4253500 2702500 11  9 13   9.1 1005 249  2.3 8  5.1  70    0   62 314 -358  2
4253500 2702500 11  9 14   9.1 1004 236  1.9 8  5.2  71    0   49 314 -360  2
4253500 2702500 11  9 15   9.3 1004 266  1.7 8  5.2  71    0   24 314 -359  2
4253500 2702500 11  9 16   9.0 1003 241  2.9 8  5.1  71    0   12 315 -354  2
4253500 2702500 11  9 17   8.8 1002 229  3.1 8  5.1  72    0    0 316 -347  2
4253500 2702500 11  9 18   8.5 1002 223  2.7 8  5.2  74    0    0 318 -342  2
4253500 2702500 11  9 19   8.5 1002 228  1.8 7  5.2  75    0    0 316 -341  2
4253500 2702500 11  9 20   8.5 1002 238  2.1 7  5.2  74    0    0 314 -343  2
4253500 2702500 11  9 21   8.6 1002 244  2.1 7  5.1  73    0    0 316 -344  2
4253500 2702500 11  9 22   8.7 1002 247  2.3 7  5.2  73    0    0 317 -344  2
4253500 2702500 11  9 23   8.7 1002 257  2.8 7  5.2  73    0    0 319 -344  2
4253500 2702500 11  9 24   8.7 1002 252  2.4 8  5.2  74    0    0 324 -344  2
4253500 2702500 11 10  1   8.5 1002 257  2.6 8  5.2  74    0    0 329 -344  2
4253500 2702500 11 10  2   8.4 1002 266  1.9 8  5.3  76    0    0 330 -344  2
4253500 2702500 11 10  3   8.5 1002 267  2.1 8  5.4  77    0    0 332 -344  2
4253500 2702500 11 10  4   8.1 1002 258  2.2 8  5.5  79    0    0 333 -343  2
4253500 2702500 11 10  5   8.1 1002 262  2.2 8  5.5  80    0    0 334 -343  2
4253500 2702500 11 10  6   8.0 1003 263  2.3 8  5.5  81    0    0 334 -342  2
4253500 2702500 11 10  7   7.9 1003 253  2.5 7  5.5  82    0    0 329 -343  2
4253500 2702500 11 10  8   8.1 1003 265  2.2 7  5.5  81    2   10 325 -342  2
4253500 2702500 11 10  9   8.2 1004 264  2.1 6  5.5  80    8   46 319 -343  2
4253500 2702500 11 10 10   8.8 1004 256  1.9 6  5.6  80    2   71 315 -343  2
4253500 2702500 11 10 11   9.3 1005 253  2.4 7  5.6  78    0   80 320 -347  2
4253500 2702500 11 10 12   9.9 1005 246  2.3 7  5.6  75    3  114 323 -350  2
4253500 2702500 11 10 13   9.9 1005 248  2.4 7  5.6  74    0   94 322 -353  2
4253500 2702500 11 10 14  10.7 1004 223  1.4 6  5.6  71   32  122 318 -356  2
4253500 2702500 11 10 15  10.3 1004 203  1.2 4  5.5  69   53   84 307 -357  2
4253500 2702500 11 10 16   9.6 1003 229  1.2 6  5.4  70   16   36 303 -352  2
4253500 2702500 11 10 17   9.3 1003 133  0.8 7  5.4  73    0    0 309 -344  2
4253500 2702500 11 10 18   9.3 1003 101  2.2 7  5.6  76    0    0 310 -338  2
4253500 2702500 11 10 19   9.2 1003 132  1.7 6  5.6  76    0    0 306 -333  2
4253500 2702500 11 10 20   8.2 1003 135  2.3 4  5.3  74    0    0 291 -331  2
4253500 2702500 11 10 21   6.9 1002 122  2.4 3  4.9  76    0    0 272 -329  2
4253500 2702500 11 10 22   6.0 1002 114  2.3 2  4.9  80    0    0 258 -326  2
4253500 2702500 11 10 23   6.3 1001 117  2.7 1  4.9  82    0    0 247 -323  2
4253500 2702500 11 10 24   6.1 1001 146  2.0 2  4.9  82    0    0 246 -322  2
4253500 2702500 11 11  1   7.6 1000 139  2.8 3  4.8  76    0    0 254 -322  2
4253500 2702500 11 11  2   6.5  999 137  3.0 4  4.6  73    0    0 262 -322  2
4253500 2702500 11 11  3   6.8  998 147  3.8 5  4.5  74    0    0 267 -324  2
4253500 2702500 11 11  4   6.6  998 131  4.5 4  4.5  73    0    0 265 -324  2
4253500 2702500 11 11  5   6.4  997 132  4.7 4  4.5  74    0    0 261 -323  2
4253500 2702500 11 11  6   6.6  997 133  5.3 4  4.5  74    0    0 262 -323  2
4253500 2702500 11 11  7   6.6  996 129  4.8 7  4.6  74    0    0 275 -322  2
4253500 2702500 11 11  8   7.3  996 128  4.9 8  4.6  73    0    9 293 -321  2
4253500 2702500 11 11  9   7.7  995 136  5.4 8  4.7  71   41   55 302 -321  2
4253500 2702500 11 11 10   8.3  995 131  4.9 4  4.8  70   64  107 285 -325  2
4253500 2702500 11 11 11   9.7  995 140  6.3 5  4.9  68   83  147 269 -330  2
4253500 2702500 11 11 12   9.2  994 145  2.9 6  5.0  67   20  153 279 -336  2
4253500 2702500 11 11 13   9.6  994 129  5.6 6  5.1  68   34  162 282 -341  2
4253500 2702500 11 11 14  10.0  993 132  4.8 6  5.2  67   21  134 279 -344  2
4253500 2702500 11 11 15   9.3  992 136  4.5 7  5.2  69    0   57 286 -345  2
4253500 2702500 11 11 16   8.5  992 149  3.6 8  5.4  75    0   12 313 -343  2
4253500 2702500 11 11 17   8.0  993 130  3.0 8  5.6  81    0    0 327 -341  2
4253500 2702500 11 11 18   8.5  992 139  2.7 8  5.6  81    0    0 329 -340  2
4253500 2702500 11 11 19   9.0  992 138  4.2 7  5.6  78    0    0 323 -341  2
4253500 2702500 11 11 20   9.2  992 135  5.8 6  5.4  74    0    0 308 -342  2
4253500 2702500 11 11 21   8.9  991 132  5.1 5  5.3  73    0    0 292 -343  2
4253500 2702500 11 11 22   8.5  991 135  5.1 4  5.3  74    0    0 276 -342  2
4253500 2702500 11 11 23   7.9  991 146  5.0 6  5.4  78    0    0 287 -341  2
4253500 2702500 11 11 24   8.1  991 134  5.0 7  5.4  79    0    0 314 -340  2
4253500 2702500 11 12  1   8.2  992 133  2.0 7  5.4  79    0    0 324 -340  2
4253500 2702500 11 12  2   8.4  992 144  4.1 8  5.5  79    0    0 333 -341  2
4253500 2702500 11 12  3   8.1  992 139  4.0 7  5.6  81    0    0 333 -342  2
4253500 2702500 11 12  4   7.9  993 142  5.1 8  5.7  83    0    0 334 -342  2
4253500 2702500 11 12  5   8.3  992 140  4.2 8  5.6  82    0    0 340 -342  2
4253500 2702500 11 12  6   8.2  993 131  3.7 6  5.6  80    0    0 328 -342  2
4253500 2702500 11 12  7   8.1  994 135  3.8 8  5.6  81    0    0 327 -343  2
4253500 2702500 11 12  8   7.9  994 130  4.5 8  5.6  82    0    4 338 -344  2
4253500 2702500 11 12  9   8.7  994 130  4.5 8  5.7  81    7   56 337 -346  2
4253500 2702500 11 12 10   9.2  995 130  4.2 8  5.8  80    1   74 337 -348  2
4253500 2702500 11 12 11   9.2  996 155  3.9 6  6.1  82    2  110 325 -351  2
4253500 2702500 11 12 12   9.4  996 144  2.6 6  6.3  85    1  115 314 -353  2
4253500 2702500 11 12 13   9.1  996 142  2.3 8  6.5  88    0   56 325 -354  2
4253500 2702500 11 12 14   9.0  996 130  1.0 6  6.6  90    0   47 324 -354  2
4253500 2702500 11 12 15   9.1  996 129  1.7 5  6.6  90    0   51 309 -354  2
4253500 2702500 11 12 16   8.8  996 133  2.5 8  6.6  91    0   20 320 -354  2
4253500 2702500 11 12 17   8.7  997 121  1.8 8  6.5  91    0    0 335 -353  2
4253500 2702500 11 12 18   8.5  998 358  1.2 7  6.4  91    0    0 330 -353  2
4253500 2702500 11 12 19   8.6  999 258  0.9 7  6.4  91    0    0 325 -353  2
4253500 2702500 11 12 20   8.8  999 205  0.2 7  6.5  91    0    0 327 -354  2
4253500 2702500 11 12 21   8.8 1000 278  0.8 7  6.6  92    0    0 327 -355  2
4253500 2702500 11 12 22   9.0 1002 266  0.6 8  6.5  91    0    0 333 -356  2
4253500 2702500 11 12 23   8.7 1003 300  0.4 8  6.5  90    0    0 339 -356  2
4253500 2702500 11 12 24   8.7 1004 281  0.2 8  6.4  91    0    0 340 -355  2
4253500 2702500 11 13  1   8.3 1004 252  0.3 7  6.4  91    0    0 333 -354  2
4253500 2702500 11 13  2   8.2 1005 253  0.1 7  6.2  91    0    0 326 -353  2
4253500 2702500 11 13  3   8.1 1005 274  0.6 7  6.1  90    0    0 324 -352  2
4253500 2702500 11 13  4   7.7 1006 210  0.6 8  6.1  90    0    0 327 -351  2
4253500 2702500 11 13  5   7.6 1006 162  0.8 8  6.0  91    0    0 330 -349  2
4253500 2702500 11 13  6   7.8 1007 199  1.1 8  6.0  92    0    0 328 -348  2
4253500 2702500 11 13  7   8.2 1007 257  1.0 8  6.2  92    0    0 328 -347  2
4253500 2702500 11 13  8   7.6 1008 247  0.6 8  6.1  91    5   15 329 -346  2
4253500 2702500 11 13  9   7.6 1009 278  0.9 7  5.9  91   19   62 324 -346  2
4253500 2702500 11 13 10   8.1 1009 265  0.9 7  5.9  89   12  106 320 -347  2
4253500 2702500 11 13 11   8.8 1010 259  1.7 6  5.7  83    8  129 317 -350  2
4253500 2702500 11 13 12   9.2 1010 235  2.2 6  5.6  78    6  141 312 -354  2
4253500 2702500 11 13 13   9.2 1010 263  2.0 8  5.5  76    0   83 322 -357  2
4253500 2702500 11 13 14   9.4 1010 282  2.1 8  5.4  74    0   26 332 -359  2
4253500 2702500 11 13 15   9.4 1010 260  1.5 7  5.3  72    0   30 326 -357  2
4253500 2702500 11 13 16   8.6 1010 259  1.3 8  5.3  74    0   16 324 -352  2
4253500 2702500 11 13 17   8.3 1011 252  1.0 8  5.3  76    0    0 324 -344  2
4253500 2702500 11 13 18   7.2 1012 267  1.3 8  5.0  76    0    0 320 -336  2
4253500 2702500 11 13 19   6.6 1012 238  0.7 8  4.8  77    0    0 315 -330  2
4253500 2702500 11 13 20   6.6 1013 284  0.8 8  4.6  77    0    0 312 -324  2
4253500 2702500 11 13 21   6.5 1014 292  0.8 8  4.5  75    0    0 309 -319  2
4253500 2702500 11 13 22   6.6 1014 282  0.7 8  4.5  75    0    0 309 -316  2
4253500 2702500 11 13 23   6.5 1015 239  0.4 8  4.5  75    0    0 310 -314  2
4253500 2702500 11 13 24   6.1 1015 179  0.6 8  4.5  77    0    0 311 -314  2
4253500 2702500 11 14  1   5.8 1015 185  0.2 7  4.6  80    0    0 307 -314  2
4253500 2702500 11 14  2   5.3 1016 171  1.3 6  4.6  82    0    0 296 -312  2
4253500 2702500 11 14  3   3.6 1016 195  1.0 4  4.5  87    0    0 275 -310  2
4253500 2702500 11 14  4   3.4 1016 175  0.2 2  4.5  92    0    0 251 -309  2
4253500 2702500 11 14  5   3.9 1017 169  0.1 3  4.5  92    0    0 246 -310  2
4253500 2702500 11 14  6   2.1 1017 119  0.8 4  4.2  90    0    0 257 -311  2
4253500 2702500 11 14  7   1.9 1018 137  1.0 5  4.0  92    0    0 267 -310  2
4253500 2702500 11 14  8   1.2 1018 129  1.3 3  3.9  92    5   10 260 -310  2
4253500 2702500 11 14  9   1.3 1018 176  1.3 2  3.7  91   59   40 241 -310  2
4253500 2702500 11 14 10   4.6 1019 174  1.0 3  4.2  90  113   71 247 -312  2
4253500 2702500 11 14 11   6.4 1020 174  0.9 3  4.7  85  140  107 262 -314  2
4253500 2702500 11 14 12   8.4 1020 198  0.2 1  4.6  73  215   96 255 -325  2
4253500 2702500 11 14 13   9.3 1020 184  0.3 1  4.4  63  227   93 248 -337  2
4253500 2702500 11 14 14   9.6 1019   6  0.2 2  4.4  60  181   89 258 -343  2
4253500 2702500 11 14 15   9.8 1019 255  0.3 2  4.3  58  100   75 265 -342  2
4253500 2702500 11 14 16   8.5 1019 269  1.2 2  4.2  59   18   38 265 -337  2
4253500 2702500 11 14 17   7.0 1019  66  1.6 1  4.2  64    0    0 257 -326  2
4253500 2702500 11 14 18   5.8 1019 118  1.7 0  4.2  70    0    0 246 -318  2
4253500 2702500 11 14 19   4.4 1020 132  1.0 1  4.1  75    0    0 244 -315  2
4253500 2702500 11 14 20   3.3 1020 147  1.1 1  3.9  79    0    0 248 -315  2
4253500 2702500 11 14 21   3.0 1020 131  1.1 1  3.8  80    0    0 247 -314  2
4253500 2702500 11 14 22   2.9 1020 129  1.3 0  3.7  80    0    0 242 -314  2
4253500 2702500 11 14 23   2.3 1020 117  1.4 0  3.6  80    0    0 236 -314  2
4253500 2702500 11 14 24   1.5 1019 141  1.5 0  3.5  81    0    0 234 -314  2
4253500 2702500 11 15  1   0.9 1019 131  1.4 0  3.5  84    0    0 232 -313  2
4253500 2702500 11 15  2   0.6 1019 111  1.2 1  3.4  86    0    0 235 -312  2
4253500 2702500 11 15  3   0.5 1019 120  0.9 1  3.3  85    0    0 238 -311  2
4253500 2702500 11 15  4  -0.1 1019 134  1.6 1  3.3  87    0    0 238 -310  2
4253500 2702500 11 15  5  -0.4 1018 131  1.5 1  3.4  91    0    0 237 -310  2
4253500 2702500 11 15  6   0.4 1018 113  1.4 1  3.5  93    0    0 238 -310  2
4253500 2702500 11 15  7  -0.5 1018 136  1.2 3  3.5  93    0    0 245 -310  2
4253500 2702500 11 15  8  -0.5 1018 121  0.9 2  3.4  93    5   10 246 -310  2
4253500 2702500 11 15  9   2.7 1018 115  1.3 2  3.7  89   59   42 246 -311  2
4253500 2702500 11 15 10   4.7 1019 129  0.9 1  4.0  82  142   66 249 -313  2
4253500 2702500 11 15 11   6.3 1019 118  1.8 1  4.2  75  197   84 249 -317  2
4253500 2702500 11 15 12   7.4 1018 124  2.2 1  4.3  70  222   96 255 -327  2
4253500 2702500 11 15 13   8.1 1017 119  1.0 0  4.3  67  204  102 254 -338  2
4253500 2702500 11 15 14   8.3 1017 118  1.7 0  4.4  65  156   97 251 -345  2
4253500 2702500 11 15 15   8.2 1016 111  1.9 0  4.3  63   83   80 252 -344  2
4253500 2702500 11 15 16   7.1 1016 103  1.6 0  4.2  65   13   36 250 -339  2
4253500 2702500 11 15 17   5.3 1015 105  1.4 0  4.1  70    0    0 245 -332  2
4253500 2702500 11 15 18   4.5 1015 112  1.3 0  3.9  73    0    0 239 -327  2
4253500 2702500 11 15 19   4.2 1015 117  1.3 0  3.7  72    0    0 237 -325  2
4253500 2702500 11 15 20   3.5 1015 120  0.3 0  3.5  71    0    0 235 -324  2
4253500 2702500 11 15 21   3.0 1015 139  0.0 0  3.4  72    0    0 233 -322  2
4253500 2702500 11 15 22   1.8 1015 114  1.7 1  3.4  76    0    0 235 -321  2
4253500 2702500 11 15 23   2.0 1014 151  0.8 0  3.4  78    0    0 234 -319  2
4253500 2702500 11 15 24   1.9 1014 120  1.9 1  3.4  78    0    0 235 -318  2
4253500 2702500 11 16  1   1.4 1013 124  1.5 3  3.4  80    0    0 247 -318  2
4253500 2702500 11 16  2   0.8 1013 137  1.2 3  3.3  81    0    0 254 -318  2
4253500 2702500 11 16  3   0.8 1013 126  0.6 3  3.4  84    0    0 253 -317  2
4253500 2702500 11 16  4   0.2 1012 123  1.5 3  3.3  84    0    0 254 -317  2
4253500 2702500 11 16  5   1.4 1012 114  2.2 2  3.3  81    0    0 251 -318  2
4253500 2702500 11 16  6  -0.9 1012 120  2.1 2  3.2  84    0    0 247 -318  2
4253500 2702500 11 16  7  -0.8 1011 114  1.8 2  3.2  89    0    0 245 -318  2
4253500 2702500 11 16  8  -1.1 1011 115  1.8 2  3.2  91    6    9 246 -318  2
4253500 2702500 11 16  9   0.7 1011 125  1.4 2  3.3  88   56   47 248 -320  2
4253500 2702500 11 16 10   2.1 1012 123  2.3 1  3.5  83  134   79 249 -326  2
4253500 2702500 11 16 11   4.3 1012 115  2.9 1  3.7  77  189  101 253 -334  2
4253500 2702500 11 16 12   5.2 1011 112  3.1 1  3.8  71  214  113 258 -343  2
4253500 2702500 11 16 13   5.9 1010 122  1.3 1  3.8  67  198  118 260 -352  2
4253500 2702500 11 16 14   5.9 1010 218  2.0 1  3.7  64  150  109 262 -357  2
4253500 2702500 11 16 15   5.5 1009 207  2.5 1  3.8  66   76   86 262 -358  2
4253500 2702500 11 16 16   3.2 1009 135  2.2 4  3.7  72   13   36 268 -357  2
4253500 2702500 11 16 17   1.9 1010  87  2.1 4  3.6  78    0    0 273 -352  2
4253500 2702500 11 16 18   1.4 1010  72  2.3 4  3.5  82    0    0 270 -346  2
4253500 2702500 11 16 19   1.1 1010  75  1.9 4  3.4  83    0    0 270 -340  2
4253500 2702500 11 16 20   0.7 1010 302  1.7 4  3.4  83    0    0 270 -336  2
4253500 2702500 11 16 21   1.5 1010 331  0.9 6  3.4  82    0    0 278 -334  2
4253500 2702500 11 16 22  -0.1 1010  14  1.6 7  3.4  84    0    0 289 -334  2
4253500 2702500 11 16 23  -0.4 1010   1  1.6 8  3.2  87    0    0 293 -336  2
4253500 2702500 11 16 24   0.0 1010  35  1.0 7  3.3  89    0    0 294 -338  2
4253500 2702500 11 17  1   0.7 1009 113  0.5 8  3.4  88    0    0 296 -339  2
4253500 2702500 11 17  2   0.4 1009  69  0.6 8  3.5  88    0    0 300 -337  2
4253500 2702500 11 17  3   1.0 1009  93  1.1 8  3.5  87    0    0 301 -332  2
4253500 2702500 11 17  4   0.5 1008  45  0.3 8  3.5  88    0    0 301 -330  2
4253500 2702500 11 17  5   0.7 1008  32  0.1 8  3.5  88    0    0 300 -333  2
4253500 2702500 11 17  6   0.5 1008  34  0.3 7  3.5  89    0    0 295 -335  2
4253500 2702500 11 17  7   1.2 1008   1  1.1 8  3.5  87    0    0 295 -333  2
4253500 2702500 11 17  8   0.3 1007  13  1.8 8  3.6  88    0    7 298 -332  2
4253500 2702500 11 17  9   1.0 1008 352  2.1 8  3.6  89    7   42 298 -333  2
4253500 2702500 11 17 10   0.9 1008 342  1.9 6  3.6  87    3   76 288 -338  2
4253500 2702500 11 17 11   1.4 1008 340  1.6 6  3.5  85    0   77 278 -346  2
4253500 2702500 11 17 12   1.8 1008  13  2.5 6  3.6  84    0   72 277 -355  2
4253500 2702500 11 17 13   2.0 1007  19  2.2 5  3.6  84    3  116 271 -362  2
4253500 2702500 11 17 14   2.6 1007  13  2.6 3  3.7  83   47  138 259 -366  2
4253500 2702500 11 17 15   2.7 1006 347  2.3 4  3.8  82   23   93 257 -365  2
4253500 2702500 11 17 16   2.6 1006  16  1.9 7  3.8  83    1   29 267 -360  2
4253500 2702500 11 17 17   2.6 1006 163  1.0 7  3.8  83    0    0 272 -353  2
4253500 2702500 11 17 18   3.7 1006 138  1.8 6  3.9  82    0    0 269 -347  2
4253500 2702500 11 17 19   3.6 1005 141  3.4 7  4.0  82    0    0 269 -343  2
4253500 2702500 11 17 20   2.7 1005 158  2.3 6  4.0  83    0    0 265 -340  2
4253500 2702500 11 17 21   2.0 1005 202  1.1 5  3.9  85    0    0 258 -338  2
4253500 2702500 11 17 22   1.4 1005 200  1.0 4  3.8  88    0    0 252 -337  2
4253500 2702500 11 17 23   1.1 1005 202  0.8 5  3.8  90    0    0 250 -337  2
4253500 2702500 11 17 24   0.9 1005 310  0.6 6  3.7  89    0    0 253 -337  2
4253500 2702500 11 18  1   0.8 1005 300  0.2 6  3.6  89    0    0 254 -337  2
4253500 2702500 11 18  2   0.0 1004 118  0.1 4  3.6  91    0    0 249 -337  2
4253500 2702500 11 18  3   0.4 1004 122  0.5 4  3.5  91    0    0 243 -337  2
4253500 2702500 11 18  4   0.3 1003 127  1.2 3  3.5  89    0    0 241 -337  2
4253500 2702500 11 18  5   0.5 1003 148  0.7 3  3.5  89    0    0 238 -336  2
4253500 2702500 11 18  6  -0.2 1002 171  1.8 2  3.5  90    0    0 234 -335  2
4253500 2702500 11 18  7   0.3 1002 141  1.3 2  3.5  92    0    0 231 -334  2
4253500 2702500 11 18  8   1.3 1002 120  2.9 3  3.7  92    4    9 235 -332  2
4253500 2702500 11 18  9   3.9 1002 129  3.8 4  4.0  87   48   44 246 -331  2
4253500 2702500 11 18 10   4.6 1002 123  4.9 3  4.2  81  113   77 250 -332  2
4253500 2702500 11 18 11   4.6 1001 133  5.0 2  4.2  79  166   99 246 -336  2
4253500 2702500 11 18 12   6.3 1001 136  5.4 2  4.3  75  194  110 245 -341  2
4253500 2702500 11 18 13   6.6 1000 121  6.1 2  4.3  70  182  113 249 -345  2
4253500 2702500 11 18 14   7.1  999 130  6.6 1  4.2  68  141  103 248 -347  2
4253500 2702500 11 18 15   6.9  999 136  6.1 1  4.2  67   71   82 247 -346  2
4253500 2702500 11 18 16   5.8  998 141  5.3 3  4.2  69    9   33 249 -342  2
4253500 2702500 11 18 17   4.3  998 137  3.6 2  4.1  74    0    0 248 -336  2
4253500 2702500 11 18 18   3.0  998 136  4.6 1  4.1  81    0    0 239 -332  2
4253500 2702500 11 18 19   3.0  998 133  4.0 1  4.0  83    0    0 234 -329  2
4253500 2702500 11 18 20   2.5  998 135  4.7 1  3.9  84    0    0 232 -327  2
4253500 2702500 11 18 21   2.9  998 145  4.2 0  3.9  84    0    0 228 -325  2
4253500 2702500 11 18 22   2.0  998 139  4.8 0  3.9  85    0    0 222 -324  2
4253500 2702500 11 18 23   2.6  998 140  4.1 0  3.9  85    0    0 219 -323  2
4253500 2702500 11 18 24   3.3  998 134  3.8 0  3.9  82    0    0 217 -322  2
4253500 2702500 11 19  1   1.3  998 127  3.1 2  3.8  84    0    0 221 -321  2
4253500 2702500 11 19  2   2.1  998 137  2.4 2  3.8  86    0    0 226 -319  2
4253500 2702500 11 19  3   1.9  999 148  1.5 4  3.7  84    0    0 234 -317  2
4253500 2702500 11 19  4   2.1  999 140  1.0 6  3.8  86    0    0 254 -316  2
4253500 2702500 11 19  5   3.4  998 151  1.9 8  4.0  85    0    0 277 -315  2
4253500 2702500 11 19  6   4.0  998 151  2.2 7  4.2  83    0    0 288 -314  2
4253500 2702500 11 19  7   4.4  998 157  2.1 8  4.3  83    0    0 292 -314  2
4253500 2702500 11 19  8   4.5  998 143  3.0 8  4.4  82    0    0 301 -314  2
4253500 2702500 11 19  9   4.8  998 122  2.7 8  4.4  82    0   15 303 -314  2
4253500 2702500 11 19 10   5.5  999 148  2.7 8  4.5  82    0   30 303 -316  2
4253500 2702500 11 19 11   5.4  999 142  2.2 8  4.6  81    0   47 304 -323  2
4253500 2702500 11 19 12   5.5  999 151  2.1 7  4.7  83    0   56 299 -332  2
4253500 2702500 11 19 13   6.2  999 144  1.7 7  4.8  82    0   59 297 -338  2
4253500 2702500 11 19 14   6.2  999 132  2.1 8  4.8  81    0   42 304 -341  2
4253500 2702500 11 19 15   6.6  999 137  2.2 8  4.9  80    0   23 310 -340  2
4253500 2702500 11 19 16   6.4  999 142  1.7 7  4.9  80    0   11 307 -337  2
4253500 2702500 11 19 17   6.2  999 140  1.7 7  4.8  80    0    0 302 -332  2
4253500 2702500 11 19 18   5.9 1000 142  2.1 7  4.8  81    0    0 302 -330  2
4253500 2702500 11 19 19   6.3 1001 136  1.8 7  4.8  81    0    0 305 -329  2
4253500 2702500 11 19 20   6.3 1001 148  1.2 8  4.9  81    0    0 313 -329  2
4253500 2702500 11 19 21   6.1 1001 138  1.2 8  4.9  82    0    0 320 -331  2
4253500 2702500 11 19 22   6.4 1002 135  1.0 8  4.9  82    0    0 321 -332  2
4253500 2702500 11 19 23   6.2 1002 148  1.2 8  4.9  82    0    0 322 -331  2
4253500 2702500 11 19 24   6.0 1002 144  1.1 8  4.8  82    0    0 322 -332  2
4253500 2702500 11 20  1   5.8 1003 129  0.7 7  4.8  82    0    0 315 -334  2
4253500 2702500 11 20  2   5.8 1003 151  0.4 7  4.8  82    0    0 310 -335  2
4253500 2702500 11 20  3   5.3 1004 145  0.4 7  4.8  85    0    0 310 -335  2
4253500 2702500 11 20  4   5.4 1004 103  0.0 8  5.0  89    0    0 318 -335  2
4253500 2702500 11 20  5   5.3 1004 126  0.5 8  5.1  91    0    0 327 -334  2
4253500 2702500 11 20  6   5.3 1004 124  0.8 7  5.2  92    0    0 321 -333  2
4253500 2702500 11 20  7   5.6 1005 134  0.8 8  5.2  92    0    0 323 -333  2
4253500 2702500 11 20  8   5.4 1005 137  0.4 7  5.2  92    0    4 323 -334  2
4253500 2702500 11 20  9   5.7 1005 126  1.0 8  5.3  93    2   32 324 -335  2
4253500 2702500 11 20 10   6.1 1006 123  0.1 6  5.5  94   26   87 320 -337  2
4253500 2702500 11 20 11   6.9 1006 110  0.6 4  5.6  93   71  125 296 -341  2
4253500 2702500 11 20 12   8.1 1006 116  0.9 3  5.7  88  144  131 283 -346  2
4253500 2702500 11 20 13   9.8 1005  98  0.2 1  5.7  79  143  132 271 -351  2
4253500 2702500 11 20 14   9.9 1005 106  0.9 2  5.6  73  107  119 268 -352  2
4253500 2702500 11 20 15   9.9 1005 102  0.2 1  5.4  71   54   87 268 -350  2
4253500 2702500 11 20 16   8.6 1005 109  0.5 2  5.3  73    5   31 266 -345  2
4253500 2702500 11 20 17   7.5 1005 117  0.2 2  5.2  77    0    0 267 -338  2
4253500 2702500 11 20 18   6.7 1006 133  0.2 2  5.0  79    0    0 264 -333  2
4253500 2702500 11 20 19   6.4 1006 122  1.1 1  4.9  81    0    0 257 -332  2
4253500 2702500 11 20 20   6.7 1006 127  1.1 1  5.0  81    0    0 260 -333  2
4253500 2702500 11 20 21   6.7 1006 125  1.1 2  5.0  81    0    0 261 -333  2
4253500 2702500 11 20 22   6.8 1006 125  1.0 2  5.0  82    0    0 258 -333  2
4253500 2702500 11 20 23   6.2 1006 141  0.7 3  4.9  83    0    0 268 -332  2
4253500 2702500 11 20 24   5.5 1006 161  0.4 4  4.8  86    0    0 277 -331  2
4253500 2702500 11 21  1   4.7 1015 197  0.3 5  4.6  88    0    0 260 -322  2
